GEOID,variable,est_2009,est_2010,est_2011,est_2012,est_2013,est_2014,est_2015,est_2016,est_2017,est_2018,est_2019,borough,PUMA
3604114,occupied_owner_0.51_1,5478,6176,4392,4151,4364,4640,4938,3979,4425,6697,5008,Queens,4114
3604114,occupied_owner_1.01_1.5,193,282,344,582,476,522,398,586,862,709,410,Queens,4114
3604114,occupied_owner_1.51_2,64,0,163,45,0,190,0,0,57,0,42,Queens,4114
3604114,occupied_owner_2plus,193,0,0,0,131,0,0,0,0,79,0,Queens,4114
3604114,occupied_renter_0.5less,9757,12282,8880,10876,13007,13744,9169,12956,14284,8935,11567,Queens,4114
3604114,occupied_renter_0.51_1,10958,11239,10246,12911,10110,8443,11835,11734,11519,14159,11623,Queens,4114
3604114,occupied_renter_1.01_1.5,1493,1764,1520,2135,1502,1091,2455,1866,1273,1156,1899,Queens,4114
3604114,occupied_renter_1.51_2,425,1142,606,967,542,410,469,571,794,1009,811,Queens,4114
3604114,occupied_renter_2plus,68,286,222,0,0,233,337,73,429,185,260,Queens,4114
3604114,occupied_total,40725,42920,35711,41089,38752,39357,38735,41368,42934,41184,41252,Queens,4114
3604114,occupied_owner,18024,16207,14237,14200,13591,15436,14470,14168,14635,15740,15092,Queens,4114
3604114,occupied_renter,22701,26713,21474,26889,25161,23921,24265,27200,28299,25444,26160,Queens,4114
3604114,heating_total,40725,42920,35711,41089,NA,39357,38735,41368,42934,41184,41252,Queens,4114
3604114,heating_gas,25961,30471,24728,26662,NA,28733,31754,32342,34635,31062,29744,Queens,4114
3604114,heating_bottled,0,749,497,1608,NA,532,413,987,909,1222,1469,Queens,4114
3604114,heating_elect,2166,3252,2646,3721,NA,3127,1357,2576,3724,4098,3863,Queens,4114
3604114,heating_fuel_oil,10981,7309,6841,7977,NA,6425,4351,4244,3006,3340,4536,Queens,4114
3604114,heating_coal,181,0,35,271,NA,0,0,0,0,0,0,Queens,4114
3604114,heating_wood,0,186,0,0,NA,0,0,0,0,0,0,Queens,4114
3604114,heating_solar,0,51,131,0,NA,0,0,0,0,0,310,Queens,4114
3604114,heating_other,578,345,191,481,NA,102,289,797,450,660,628,Queens,4114
3604114,heating_none,858,557,642,369,NA,438,571,422,210,802,702,Queens,4114
3604114,med_grossrent,915,912,980,972,1062,1016,1122,1043,1174,1235,1238,Queens,4114
3604114,med_value,491300,482800,466200,428400,422500,418000,474100,507900,495800,555600,560600,Queens,4114
