GEOID,variable,est_2009,est_2010,est_2011,est_2012,est_2013,est_2014,est_2015,est_2016,est_2017,est_2018,est_2019,borough,PUMA
3604104,heating_elect,1489,1902,2265,1526,1708,1829,1972,1705,NA,1774,2223,Queens,4104
3604104,heating_fuel_oil,13826,13569,10547,12035,8307,8072,6826,6473,NA,5288,5414,Queens,4104
3604104,heating_coal,0,0,0,0,0,0,0,0,NA,0,0,Queens,4104
3604104,heating_wood,0,0,257,0,90,22,75,0,NA,51,0,Queens,4104
3604104,heating_solar,0,0,0,0,0,0,0,0,NA,0,0,Queens,4104
3604104,heating_other,230,575,47,181,568,254,297,82,NA,393,414,Queens,4104
3604104,heating_none,61,44,126,109,153,164,274,157,NA,356,330,Queens,4104
3604104,med_grossrent,1410,1411,1562,1551,1546,1615,1666,1626,1809,1942,1882,Queens,4104
3604104,med_value,592900,574100,569600,554700,594900,596100,642000,634200,712100,786300,794500,Queens,4104
3604105,med_age,38.5,40.4,39.8,39.8,39.4,41.2,39.9,39.6,40.3,41.6,43.3,Queens,4105
3604105,population,201542,207164,200640,197751,197890,193102,203013,214163,208786,187761,200660,Queens,4105
3604105,poverty_total,200273,204649,198163,195485,196094,190645,200261,210598,205627,184456,196603,Queens,4105
3604105,poverty,12349,14557,17750,21251,17427,16525,13262,17543,18239,13080,10732,Queens,4105
3604105,hhincome,71970,76072,75363,72999,76885,75732,81046,80549,85857,91408,94789,Queens,4105
3604105,occupied_owner_0.5less,27086,27171,26383,25910,27320,25691,24016,25673,24531,28017,26829,Queens,4105
3604105,occupied_owner_0.51_1,16305,16503,15193,15787,16234,15310,16149,15309,16760,14631,16002,Queens,4105
3604105,occupied_owner_1.01_1.5,1475,1655,1317,1039,975,1365,1339,1495,1172,1486,1888,Queens,4105
3604105,occupied_owner_1.51_2,139,0,247,100,65,301,92,240,0,244,271,Queens,4105
3604105,occupied_owner_2plus,168,48,30,40,0,0,49,26,0,88,0,Queens,4105
3604105,occupied_renter_0.5less,9173,7899,6193,7501,7472,9564,8411,7446,6288,6312,7781,Queens,4105
3604105,occupied_renter_0.51_1,6506,8150,7659,7791,7304,6577,8249,7659,8784,6156,7946,Queens,4105
3604105,occupied_renter_1.01_1.5,1038,1076,984,969,1376,1077,993,822,924,998,722,Queens,4105
3604105,occupied_renter_1.51_2,315,349,528,152,246,68,496,163,96,367,0,Queens,4105
3604105,occupied_renter_2plus,0,0,120,0,22,0,160,91,0,58,340,Queens,4105
3604105,occupied_total,62205,62851,58654,59289,61014,59953,59954,58924,58555,58357,61779,Queens,4105
3604105,occupied_owner,45173,45377,43170,42876,44594,42667,41645,42743,42463,44466,44990,Queens,4105
3604105,occupied_renter,17032,17474,15484,16413,16420,17286,18309,16181,16092,13891,16789,Queens,4105
3604105,heating_total,NA,62851,58654,NA,61014,59953,59954,NA,58555,58357,61779,Queens,4105
3604105,heating_gas,NA,46642,43844,NA,46719,49366,47353,NA,47734,47393,52665,Queens,4105
3604105,heating_bottled,NA,510,207,NA,1033,833,996,NA,962,940,1094,Queens,4105
3604105,heating_elect,NA,2233,2376,NA,2616,2213,2045,NA,1446,2214,1644,Queens,4105
3604105,heating_fuel_oil,NA,13173,11716,NA,9941,6922,9018,NA,8024,7353,5762,Queens,4105
3604105,heating_coal,NA,0,0,NA,108,0,138,NA,0,0,0,Queens,4105
3604105,heating_wood,NA,0,38,NA,187,290,188,NA,51,0,21,Queens,4105
3604105,heating_solar,NA,0,78,NA,0,0,0,NA,90,98,89,Queens,4105
3604105,heating_other,NA,293,337,NA,333,131,80,NA,95,178,100,Queens,4105
3604105,heating_none,NA,0,58,NA,77,198,136,NA,153,181,404,Queens,4105
3604105,med_grossrent,1314,1361,1454,1384,1405,1498,1512,1510,1601,1595,1745,Queens,4105
3604105,med_value,440300,414300,404000,409700,387500,426700,444400,455500,468600,496900,555600,Queens,4105
3604106,med_age,38.4,40,38.3,38,36.7,38.8,38.7,36.6,36.2,38.7,37.3,Queens,4106
3604106,population,161047,138004,144431,157855,155659,159330,161612,166115,164291,164615,168471,Queens,4106
3604106,poverty_total,158127,135184,139290,152392,150298,153977,156309,160590,159489,159208,162807,Queens,4106
3604106,poverty,20379,18566,21683,24502,24723,22248,17643,21528,19658,20665,18710,Queens,4106
3604106,hhincome,53249,55235,53240,64114,57531,55324,62364,66642,64005,70317,72166,Queens,4106
3604106,occupied_owner_0.5less,16328,16147,14727,15562,14875,14525,14194,15311,16773,15001,14139,Queens,4106
3604106,occupied_owner_0.51_1,10271,6573,6561,9066,8856,8597,8999,7877,8552,10069,9225,Queens,4106
3604106,occupied_owner_1.01_1.5,731,634,882,1241,1364,1237,1198,672,924,1059,785,Queens,4106
3604106,occupied_owner_1.51_2,208,116,278,261,241,221,430,216,135,249,49,Queens,4106
3604106,occupied_owner_2plus,96,0,0,0,32,0,91,106,151,136,164,Queens,4106
3604106,occupied_renter_0.5less,15156,11645,13271,13784,13402,12980,12350,13584,11255,10618,11401,Queens,4106
3604106,occupied_renter_0.51_1,10777,13216,12820,10933,10875,13372,13563,13340,12306,14886,15501,Queens,4106
3604106,occupied_renter_1.01_1.5,2847,1919,2097,2429,2796,2419,2846,2907,3161,1714,3092,Queens,4106
3604106,occupied_renter_1.51_2,541,583,806,598,572,1017,472,479,705,979,1478,Queens,4106
3604106,occupied_renter_2plus,109,173,195,387,515,261,46,113,689,282,191,Queens,4106
3604106,occupied_total,57064,51006,51637,54261,53528,54629,54189,54605,54651,54993,56025,Queens,4106
3604106,occupied_owner,27634,23470,22448,26130,25368,24580,24912,24182,26535,26514,24362,Queens,4106
3604106,occupied_renter,29430,27536,29189,28131,28160,30049,29277,30423,28116,28479,31663,Queens,4106
3604106,heating_total,57064,51006,51637,54261,53528,54629,54189,54605,54651,54993,56025,Queens,4106
3604106,heating_gas,37112,31220,32594,33638,36730,41748,39239,39804,40327,41611,41756,Queens,4106
3604106,heating_bottled,916,862,730,1393,835,1673,1709,1515,1200,959,1215,Queens,4106
3604106,heating_elect,2830,3344,3743,4090,5223,1918,3644,3452,3608,3511,2988,Queens,4106
3604106,heating_fuel_oil,15398,14354,13502,13531,9733,8210,8068,8670,8040,7578,8246,Queens,4106
3604106,heating_coal,0,52,0,23,0,163,158,0,0,95,57,Queens,4106
3604106,heating_wood,0,0,0,28,30,0,197,0,0,0,0,Queens,4106
3604106,heating_solar,0,0,0,0,0,0,0,0,84,0,0,Queens,4106
3604106,heating_other,808,619,617,993,341,625,549,559,761,398,513,Queens,4106
3604106,heating_none,0,555,451,565,636,292,625,605,631,841,1250,Queens,4106
3604106,med_grossrent,1211,1184,1230,1293,1307,1351,1458,1517,1475,1514,1550,Queens,4106
3604106,med_value,497100,519900,473900,494700,482300,471400,548600,574400,570000,659800,645800,Queens,4106
3604107,med_age,33.3,35.1,35.6,35.5,35.9,33.3,37.7,36.2,36.9,34.8,35.3,Queens,4107
3604107,population,147604,136517,137879,140591,150519,154740,129606,141167,146301,150131,156074,Queens,4107
3604107,poverty_total,146268,135262,136593,140046,149672,153802,128612,140054,145290,148089,151481,Queens,4107
3604107,poverty,32651,25920,32119,34768,30505,31691,26761,27018,22602,19072,15462,Queens,4107
3604107,hhincome,43300,41289,45641,41666,46489,45264,43735,42224,51992,53367,67143,Queens,4107
3604107,occupied_owner_0.5less,4398,5412,4556,3537,4806,4934,4410,5346,4579,4427,4015,Queens,4107
3604107,occupied_owner_0.51_1,5650,5350,4713,4625,5101,4000,4587,5077,4104,4646,5577,Queens,4107
3604107,occupied_owner_1.01_1.5,513,977,673,591,817,1304,447,754,624,1219,913,Queens,4107
3604107,occupied_owner_1.51_2,123,445,51,381,713,571,339,294,209,449,360,Queens,4107
3604107,occupied_owner_2plus,41,105,193,0,0,50,258,137,0,206,92,Queens,4107
3604107,occupied_renter_0.5less,9319,11422,9245,10633,8241,8676,9184,6847,8605,8569,8528,Queens,4107
3604107,occupied_renter_0.51_1,16301,14198,15504,17872,15545,16600,14509,15095,15965,17328,18574,Queens,4107
3604107,occupied_renter_1.01_1.5,4197,3868,4784,3716,5871,4966,3843,3814,4401,4550,4981,Queens,4107
3604107,occupied_renter_1.51_2,2712,1891,2110,3116,2585,3650,2592,2176,2328,3123,2213,Queens,4107
3604107,occupied_renter_2plus,875,833,231,519,856,1165,577,933,1505,1107,1205,Queens,4107
3604107,occupied_total,44129,44501,42060,44990,44535,45916,40746,40473,42320,45624,46458,Queens,4107
3604107,occupied_owner,10725,12289,10186,9134,11437,10859,10041,11608,9516,10947,10957,Queens,4107
3604107,occupied_renter,33404,32212,31874,35856,33098,35057,30705,28865,32804,34677,35501,Queens,4107
3604107,heating_total,44129,44501,42060,44990,44535,45916,40746,40473,42320,45624,46458,Queens,4107
3604107,heating_gas,25936,24512,26217,26106,23981,29859,30819,33130,29344,25080,33289,Queens,4107
3604107,heating_bottled,445,469,472,751,1409,671,747,978,1168,1334,753,Queens,4107
3604107,heating_elect,3454,5351,5358,4942,4118,3322,3038,2501,4180,4892,2977,Queens,4107
3604107,heating_fuel_oil,13442,13746,9475,12529,13770,11385,5538,2889,6513,13776,8159,Queens,4107
3604107,heating_coal,0,0,0,0,37,0,133,0,0,42,0,Queens,4107
3604107,heating_wood,0,0,0,0,0,0,0,0,0,0,0,Queens,4107
3604107,heating_solar,0,0,0,0,0,0,0,0,129,0,0,Queens,4107
3604107,heating_other,328,177,260,113,335,443,256,375,749,173,307,Queens,4107
3604107,heating_none,524,246,278,549,885,236,215,600,237,327,973,Queens,4107
3604107,med_grossrent,1229,1246,1289,1311,1351,1389,1432,1394,1460,1592,1632,Queens,4107
3604107,med_value,507900,446500,445500,438500,488300,450500,394100,574000,592600,587700,650100,Queens,4107
3604108,med_age,41.1,40.6,41.8,40,42.9,44.9,39.2,44.6,41,46.6,43.7,Queens,4108
3604108,population,114945,114462,111930,115976,116101,107893,127938,111730,118922,118105,105586,Queens,4108
3604108,poverty_total,113974,114017,111470,115376,115521,107244,127284,111207,118403,117602,105053,Queens,4108
3604108,poverty,11894,11049,7924,15308,11175,12057,17891,14614,9644,9500,11710,Queens,4108
3604108,hhincome,66391,55138,65902,63174,61654,61290,70932,70566,75447,81473,89160,Queens,4108
3604108,occupied_owner_0.5less,14912,12423,14468,15073,14942,15497,12350,13758,14908,17545,15641,Queens,4108
3604108,occupied_owner_0.51_1,9421,8118,7398,7948,7235,6611,8900,8681,6950,9394,7997,Queens,4108
3604108,occupied_owner_1.01_1.5,594,704,214,428,511,192,652,895,371,603,234,Queens,4108
3604108,occupied_owner_1.51_2,80,47,117,252,95,679,475,379,663,655,698,Queens,4108
3604108,occupied_owner_2plus,0,0,0,0,46,42,111,0,242,0,85,Queens,4108
3604108,occupied_renter_0.5less,16061,18624,16220,16432,16613,16296,14926,13064,13795,11405,12520,Queens,4108
3604108,occupied_renter_0.51_1,9760,9417,11649,10758,9592,9435,13119,11113,11499,11644,9137,Queens,4108
3604108,occupied_renter_1.01_1.5,642,466,1162,1278,2066,1233,1094,1266,1185,1283,1167,Queens,4108
3604108,occupied_renter_1.51_2,872,616,456,693,599,864,925,1582,902,1562,850,Queens,4108
3604108,occupied_renter_2plus,165,325,466,26,263,47,456,431,683,180,58,Queens,4108
3604108,occupied_total,52507,50740,52150,52888,51962,50896,53008,51169,51198,54271,48387,Queens,4108
3604108,occupied_owner,25007,21292,22197,23701,22829,23021,22488,23713,23134,28197,24655,Queens,4108
3604108,occupied_renter,27500,29448,29953,29187,29133,27875,30520,27456,28064,26074,23732,Queens,4108
3604108,heating_total,52507,50740,52150,52888,51962,50896,53008,51169,51198,54271,48387,Queens,4108
3604108,heating_gas,28724,29990,27948,31730,27123,31130,35900,30889,36414,38876,33454,Queens,4108
3604108,heating_bottled,461,823,855,1407,824,1490,820,2058,1510,1147,1088,Queens,4108
3604108,heating_elect,2880,1885,3360,2223,3963,3364,4870,3661,4001,3787,4495,Queens,4108
3604108,heating_fuel_oil,18787,16729,18028,16105,18366,13560,10088,12570,7340,8231,7443,Queens,4108
3604108,heating_coal,0,0,0,0,0,0,0,27,294,71,0,Queens,4108
3604108,heating_wood,0,144,0,0,0,0,0,0,0,72,0,Queens,4108
3604108,heating_solar,0,0,160,0,0,0,0,0,0,0,0,Queens,4108
3604108,heating_other,490,562,1227,739,648,646,481,915,696,798,572,Queens,4108
3604108,heating_none,1165,607,572,684,1038,706,849,1049,943,1289,1335,Queens,4108
3604108,med_grossrent,1261,1316,1396,1376,1452,1487,1542,1574,1647,1763,1776,Queens,4108
3604108,med_value,330300,384400,325800,322400,358900,302200,402800,358400,396000,428200,498700,Queens,4108
3604109,med_age,36.1,35.8,36.3,35.3,36.5,35.8,38.5,38.6,39.6,36.9,37.2,Queens,4109
3604109,population,131011,125229,130059,140399,133375,150100,144899,135767,133822,137490,136058,Queens,4109
3604109,poverty_total,129731,123538,128984,139145,132277,148997,144074,134963,133143,136391,134567,Queens,4109
3604109,poverty,13250,15093,19877,22300,20391,23566,16691,13615,12342,10632,12440,Queens,4109
3604109,hhincome,55123,52194,50105,49846,61836,57265,60208,62275,67359,71061,80913,Queens,4109
3604109,occupied_owner_0.5less,6903,6125,7045,8831,8008,7317,8451,9184,9753,9325,7602,Queens,4109
3604109,occupied_owner_0.51_1,5240,5203,4039,5585,5384,4300,5052,4235,4721,6107,5926,Queens,4109
3604109,occupied_owner_1.01_1.5,300,411,590,452,1056,582,1226,712,537,880,740,Queens,4109
3604109,occupied_owner_1.51_2,514,100,131,205,173,587,300,223,389,262,231,Queens,4109
3604109,occupied_owner_2plus,72,52,0,0,76,37,117,143,82,150,196,Queens,4109
3604109,occupied_renter_0.5less,17616,16682,15897,15828,15839,14323,14364,17102,13224,13163,16250,Queens,4109
3604109,occupied_renter_0.51_1,14888,15391,17585,16053,15566,18690,18813,16923,18771,19041,18294,Queens,4109
3604109,occupied_renter_1.01_1.5,2586,3088,3027,3438,3102,5059,3682,2030,2398,3510,3206,Queens,4109
3604109,occupied_renter_1.51_2,1443,881,1959,1904,1592,1185,1194,1479,1624,1734,2018,Queens,4109
3604109,occupied_renter_2plus,847,1137,328,695,226,561,658,560,983,271,547,Queens,4109
3604109,occupied_total,50409,49070,50601,52991,51022,52641,53857,52591,52482,54443,55010,Queens,4109
3604109,occupied_owner,13029,11891,11805,15073,14697,12823,15146,14497,15482,16724,14695,Queens,4109
3604109,occupied_renter,37380,37179,38796,37918,36325,39818,38711,38094,37000,37719,40315,Queens,4109
3604109,heating_total,50409,49070,50601,52991,51022,52641,53857,52591,52482,54443,55010,Queens,4109
3604109,heating_gas,32315,33821,32760,35907,31492,37129,40025,39539,39057,40166,38937,Queens,4109
3604109,heating_bottled,602,727,680,1112,1263,1371,1598,1330,1011,1534,1355,Queens,4109
3604109,heating_elect,4102,3616,4012,3997,5195,4927,4213,4614,5620,5300,8215,Queens,4109
3604109,heating_fuel_oil,12720,10388,12389,11313,11625,7851,6410,6363,5439,5956,4386,Queens,4109
3604109,heating_coal,0,0,0,0,0,0,0,113,0,0,143,Queens,4109
3604109,heating_wood,0,0,0,0,0,0,224,0,0,0,0,Queens,4109
3604109,heating_solar,0,0,0,0,0,0,0,0,0,120,0,Queens,4109
3604109,heating_other,341,359,446,396,519,751,582,270,512,578,853,Queens,4109
3604109,heating_none,329,159,314,266,928,612,805,362,843,789,1121,Queens,4109
3604109,med_grossrent,1227,1290,1345,1397,1422,1555,1585,1570,1612,1728,1819,Queens,4109
3604109,med_value,474500,532400,456100,433700,393100,488300,576300,557500,554800,647100,634700,Queens,4109
3604110,med_age,38.1,35.9,37,37.7,39.1,38.3,35.4,37,36.4,38.1,38.4,Queens,4110
3604110,population,187972,180932,173357,164301,163960,168488,186458,192600,199043,186441,165895,Queens,4110
3604110,poverty_total,187420,180191,172659,163575,162818,167446,185470,191716,197594,185545,164956,Queens,4110
3604110,poverty,22714,30888,26154,23795,21651,22428,22806,17433,16682,18101,13825,Queens,4110
3604110,hhincome,52523,53260,52416,50868,58564,63660,62294,74708,71234,76728,72781,Queens,4110
3604110,occupied_owner_0.5less,17104,16252,15992,15737,16440,18408,15659,15985,14089,14660,16286,Queens,4110
3604110,occupied_owner_0.51_1,9725,8243,8350,7220,9109,7758,8742,9331,9940,9003,7325,Queens,4110
3604110,occupied_owner_1.01_1.5,288,467,405,872,669,571,1059,925,808,1006,448,Queens,4110
3604110,occupied_owner_1.51_2,0,279,197,124,30,75,214,245,70,136,278,Queens,4110
3604110,occupied_owner_2plus,324,0,0,0,31,0,44,60,60,0,46,Queens,4110
3604110,occupied_renter_0.5less,17929,17530,19010,21075,20928,17500,16492,16451,17017,15674,16888,Queens,4110
3604110,occupied_renter_0.51_1,16718,16606,16071,14289,13555,13604,16300,15379,18529,19664,16326,Queens,4110
3604110,occupied_renter_1.01_1.5,1497,2257,1964,1979,1398,1913,1826,2140,1875,2427,1710,Queens,4110
3604110,occupied_renter_1.51_2,895,818,614,221,567,308,1128,974,313,681,547,Queens,4110
3604110,occupied_renter_2plus,517,0,193,49,161,207,388,80,137,283,125,Queens,4110
3604110,occupied_total,64997,62452,62796,61566,62888,60344,61852,61570,62838,63534,59979,Queens,4110
3604110,occupied_owner,27441,25241,24944,23953,26279,26812,25718,26546,24967,24805,24383,Queens,4110
3604110,occupied_renter,37556,37211,37852,37613,36609,33532,36134,35024,37871,38729,35596,Queens,4110
3604110,heating_total,64997,NA,62796,61566,62888,60344,61852,61570,62838,63534,59979,Queens,4110
3604110,heating_gas,53549,NA,54796,52878,52929,52050,52598,52412,55043,53275,51481,Queens,4110
3604110,heating_bottled,1306,NA,755,776,1405,1343,1294,1272,1182,1091,1199,Queens,4110
3604110,heating_elect,797,NA,1429,1866,2075,1406,2893,2099,1419,2322,3050,Queens,4110
3604110,heating_fuel_oil,8512,NA,5575,5496,5807,4924,4442,4860,4482,5464,3162,Queens,4110
3604110,heating_coal,245,NA,0,0,0,0,0,0,26,30,0,Queens,4110
3604110,heating_wood,44,NA,26,0,50,134,72,220,0,0,84,Queens,4110
3604110,heating_solar,49,NA,0,0,0,0,0,0,0,0,0,Queens,4110
3604110,heating_other,100,NA,26,210,196,292,288,490,279,661,544,Queens,4110
3604110,heating_none,395,NA,189,340,426,195,265,217,407,691,459,Queens,4110
3604110,med_grossrent,1174,1246,1226,1239,1257,1324,1423,1488,1465,1576,1669,Queens,4110
3604110,med_value,546100,553900,517300,495800,501400,511600,581100,618800,651700,717900,786500,Queens,4110
3604111,med_age,34.9,35.2,33.6,35.4,35.7,34.7,35.7,35.3,39.1,38.9,37.6,Queens,4111
3604111,population,146340,135589,155315,148177,158754,151202,158478,164094,152283,139079,143756,Queens,4111
3604111,poverty_total,145808,135258,153748,147614,158041,150740,157716,163285,151934,138182,142339,Queens,4111
3604111,poverty,16848,17662,27531,23803,25790,21848,24002,21840,18470,17284,14445,Queens,4111
3604111,hhincome,52205,57152,54855,55646,62532,61275,60470,66531,69916,71796,76978,Queens,4111
3604111,occupied_owner_0.5less,10138,9547,9954,10447,9515,9999,9053,9730,11773,10117,10162,Queens,4111
3604111,occupied_owner_0.51_1,8701,8139,9672,9097,10941,8263,9133,9023,7804,8903,9615,Queens,4111
3604111,occupied_owner_1.01_1.5,1344,897,1008,1138,1385,1352,906,1067,725,787,772,Queens,4111
3604111,occupied_owner_1.51_2,447,229,124,221,259,125,327,485,279,270,99,Queens,4111
3604111,occupied_owner_2plus,0,0,51,25,104,0,28,115,255,121,79,Queens,4111
3604111,occupied_renter_0.5less,8158,10650,10829,8017,10286,10369,8988,9229,9396,9306,7918,Queens,4111
3604111,occupied_renter_0.51_1,12836,11328,11723,10854,12053,12094,12625,12198,12099,11190,11763,Queens,4111
3604111,occupied_renter_1.01_1.5,2209,1967,2279,2325,2235,2268,2353,1977,2114,1897,1716,Queens,4111
3604111,occupied_renter_1.51_2,559,613,659,855,450,473,1058,867,776,666,610,Queens,4111
3604111,occupied_renter_2plus,230,94,368,138,122,28,30,120,207,170,309,Queens,4111
3604111,occupied_total,44622,43464,46667,43117,47350,44971,44501,44811,45428,43427,43043,Queens,4111
3604111,occupied_owner,20630,18812,20809,20928,22204,19739,19447,20420,20836,20198,20727,Queens,4111
3604111,occupied_renter,23992,24652,25858,22189,25146,25232,25054,24391,24592,23229,22316,Queens,4111
3604111,heating_total,44622,43464,46667,43117,47350,44971,44501,44811,45428,43427,43043,Queens,4111
3604111,heating_gas,32179,31930,33103,29788,35293,34519,36041,35869,36597,34807,34273,Queens,4111
3604111,heating_bottled,598,516,454,1163,918,848,928,622,1096,896,917,Queens,4111
3604111,heating_elect,1303,997,835,1222,1762,1501,2011,1991,2118,1974,2180,Queens,4111
3604111,heating_fuel_oil,10038,9652,11557,10574,8622,7453,5064,5491,4782,5045,5009,Queens,4111
3604111,heating_coal,0,47,191,40,0,0,0,0,112,27,0,Queens,4111
3604111,heating_wood,52,0,108,0,0,0,0,0,55,0,133,Queens,4111
3604111,heating_solar,0,0,23,50,0,0,0,38,43,0,28,Queens,4111
3604111,heating_other,223,188,314,80,343,275,283,409,290,378,69,Queens,4111
3604111,heating_none,229,134,82,200,412,375,174,391,335,300,434,Queens,4111
3604111,med_grossrent,1199,1218,1260,1332,1355,1403,1433,1471,1480,1623,1639,Queens,4111
3604111,med_value,451400,433000,401800,401600,419600,441000,459100,481200,511000,584800,611100,Queens,4111
3604112,med_age,36.2,35.8,36,36.4,35,35.5,36,37.2,38.2,38.2,38.4,Queens,4112
3604112,population,220918,222074,231813,228128,246150,251002,246946,243300,249331,241539,241275,Queens,4112
3604112,poverty_total,218835,219161,228670,225312,242843,248502,243916,240396,247025,238930,237821,Queens,4112
3604112,poverty,27806,41273,37819,40700,39160,37643,32089,26904,27910,31210,25185,Queens,4112
3604112,hhincome,54259,49767,50021,50722,51449,52537,58315,60092,61670,64231,65744,Queens,4112
3604112,occupied_owner_0.5less,18813,17188,18232,18546,18219,18028,16798,18850,19010,20899,20614,Queens,4112
3604112,occupied_owner_0.51_1,13703,13565,13622,14361,13404,15875,16103,12266,14609,14386,14995,Queens,4112
3604112,occupied_owner_1.01_1.5,1711,1151,2078,1441,1550,2131,1857,1750,1528,2123,2271,Queens,4112
3604112,occupied_owner_1.51_2,121,43,599,364,328,274,360,436,241,673,338,Queens,4112
3604112,occupied_owner_2plus,53,97,0,83,0,0,224,58,301,88,64,Queens,4112
3604112,occupied_renter_0.5less,13971,15965,14467,14918,16169,18946,13921,15871,17417,17820,16747,Queens,4112
3604112,occupied_renter_0.51_1,15871,15839,14994,15117,15583,15427,16949,17611,14278,15078,15386,Queens,4112
3604112,occupied_renter_1.01_1.5,1817,3305,3329,3090,3843,2699,3192,2081,3075,2576,2853,Queens,4112
3604112,occupied_renter_1.51_2,960,1094,1489,1428,1660,788,1121,1531,1419,1750,1879,Queens,4112
3604112,occupied_renter_2plus,294,965,565,472,1504,680,619,655,412,721,599,Queens,4112
3604112,occupied_total,67314,69212,69375,69820,72260,74848,71144,71109,72290,76114,75746,Queens,4112
3604112,occupied_owner,34401,32044,34531,34795,33501,36308,35342,33360,35689,38169,38282,Queens,4112
3604112,occupied_renter,32913,37168,34844,35025,38759,38540,35802,37749,36601,37945,37464,Queens,4112
3604112,heating_total,67314,69212,69375,69820,72260,74848,71144,71109,72290,76114,75746,Queens,4112
3604112,heating_gas,49219,51661,53054,55330,56366,58120,54780,55935,57405,64883,61562,Queens,4112
3604112,heating_bottled,913,548,539,693,1173,1031,1309,826,568,1111,881,Queens,4112
3604112,heating_elect,3310,3471,4478,3906,4285,7244,5907,4744,4226,3326,4307,Queens,4112
3604112,heating_fuel_oil,12333,11831,10420,8836,9064,6981,7658,8197,8078,5886,5990,Queens,4112
3604112,heating_coal,0,0,21,0,0,0,46,60,0,0,0,Queens,4112
3604112,heating_wood,0,0,20,70,26,65,65,0,0,0,44,Queens,4112
3604112,heating_solar,0,0,0,0,0,65,0,0,0,24,112,Queens,4112
3604112,heating_other,1300,1195,374,480,481,540,785,794,864,405,1172,Queens,4112
3604112,heating_none,239,506,469,505,865,802,594,553,1149,479,1678,Queens,4112
3604112,med_grossrent,1065,1104,1122,1147,1192,1210,1221,1249,1308,1334,1342,Queens,4112
3604112,med_value,415500,398600,372100,370900,373500,375400,406600,428500,452400,467300,526300,Queens,4112
3604113,med_age,38.6,38.6,39.9,37.2,38.5,37.9,40.1,40,38.8,42.2,42.1,Queens,4113
3604113,population,125305,135257,132853,133178,121383,134827,135849,135422,139323,128937,118568,Queens,4113
3604113,poverty_total,124768,134997,132693,132955,121226,134469,135403,134974,138015,128750,118133,Queens,4113
3604113,poverty,10073,15635,18983,19292,12897,21243,15996,18703,14326,11250,8899,Queens,4113
3604113,hhincome,62042,56306,58536,59871,62671,60946,67310,72478,73891,75590,84258,Queens,4113
3604113,occupied_owner_0.5less,14326,14084,15448,14302,14148,12755,13187,13365,12350,16283,16091,Queens,4113
3604113,occupied_owner_0.51_1,8930,11253,8702,9284,9390,9302,9361,11366,10473,9381,9835,Queens,4113
3604113,occupied_owner_1.01_1.5,1779,1373,1185,1236,1081,1672,1045,1265,1404,1291,748,Queens,4113
3604113,occupied_owner_1.51_2,125,280,281,153,177,345,242,269,148,85,86,Queens,4113
3604113,occupied_owner_2plus,0,0,0,66,111,91,120,76,143,0,21,Queens,4113
3604113,occupied_renter_0.5less,5470,5538,4656,6069,4676,4475,6071,5829,5329,5264,3987,Queens,4113
3604113,occupied_renter_0.51_1,6751,7824,8543,7053,5723,7933,6601,4799,7414,5970,5929,Queens,4113
3604113,occupied_renter_1.01_1.5,621,920,606,1474,891,957,955,734,569,921,554,Queens,4113
3604113,occupied_renter_1.51_2,72,84,187,248,384,389,305,295,253,77,25,Queens,4113
3604113,occupied_renter_2plus,0,57,0,0,193,122,68,0,0,117,122,Queens,4113
3604113,occupied_total,38074,41413,39608,39885,36774,38041,37955,37998,38083,39389,37398,Queens,4113
3604113,occupied_owner,25160,26990,25616,25041,24907,24165,23955,26341,24518,27040,26781,Queens,4113
3604113,occupied_renter,12914,14423,13992,14844,11867,13876,14000,11657,13565,12349,10617,Queens,4113
3604113,heating_total,NA,NA,NA,39885,36774,38041,37955,37998,NA,NA,37398,Queens,4113
3604113,heating_gas,NA,NA,NA,32980,29833,32442,32516,31328,NA,NA,31425,Queens,4113
3604113,heating_bottled,NA,NA,NA,1055,609,796,573,574,NA,NA,1123,Queens,4113
3604113,heating_elect,NA,NA,NA,1030,979,1469,898,1350,NA,NA,931,Queens,4113
3604113,heating_fuel_oil,NA,NA,NA,4574,5091,3125,3629,4084,NA,NA,3282,Queens,4113
3604113,heating_coal,NA,NA,NA,171,0,0,0,66,NA,NA,0,Queens,4113
3604113,heating_wood,NA,NA,NA,0,0,0,0,0,NA,NA,0,Queens,4113
3604113,heating_solar,NA,NA,NA,0,0,0,0,80,NA,NA,86,Queens,4113
3604113,heating_other,NA,NA,NA,75,130,155,232,137,NA,NA,110,Queens,4113
3604113,heating_none,NA,NA,NA,0,132,54,107,379,NA,NA,441,Queens,4113
3604113,med_grossrent,1202,1293,1284,1307,1313,1389,1419,1444,1563,1705,1728,Queens,4113
3604113,med_value,453100,466000,432500,423200,410000,434800,444400,481400,546700,540300,602900,Queens,4113
3604114,med_age,36.8,34.7,36.2,34.5,37.9,39.3,35,34.1,34.9,36.2,38.5,Queens,4114
3604114,population,117525,124031,107945,128358,112269,107944,121595,127381,133051,127676,121740,Queens,4114
3604114,poverty_total,112800,120300,103984,124160,107786,103326,117465,123158,129034,122737,117626,Queens,4114
3604114,poverty,22667,26974,21582,22821,20643,20380,23423,28100,25501,20126,21253,Queens,4114
3604114,hhincome,51645,47924,42265,48935,46731,44239,52334,44363,54012,60650,55034,Queens,4114
3604114,occupied_owner_0.5less,12096,9749,9338,9422,8620,10084,9134,9603,9291,8255,9632,Queens,4114
