boro,bctcb2010,cenblock10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,total
Brooklyn,30740001003.0,360470740001003,,,,,,,,,,,,,,,,,0.0,102,102
Brooklyn,30742001003.0,360470742001003,,,,,,,2.0,,,,,,,,,,2.0,113,115
Brooklyn,30744001003.0,360470744001003,1.0,1.0,0.0,,,,,-1.0,,,,,,,,-1.0,0.0,83,83
Brooklyn,30746001003.0,360470746001003,,,,,0.0,,,,,,,,,,,,2.0,88,88
Brooklyn,30748001003.0,360470748001003,,,,,,0.0,,,0.0,,,,,,,,,112,112
Brooklyn,30750001003.0,360470750001003,,,,,,0.0,,,,,,0.0,,,0.0,,2.0,139,139
Brooklyn,30752001003.0,360470752001003,,,,2.0,0.0,0.0,,0.0,,,,-2.0,0.0,,0.0,0.0,,43,43
Brooklyn,30754001003.0,360470754001003,,,,0.0,,,-1.0,,0.0,,0.0,,,,-1.0,,0.0,68,67
Brooklyn,30756001003.0,360470756001003,,,,-1.0,,,,,,,,,,,0.0,,0.0,139,138
Brooklyn,30758001003.0,360470758001003,,,,,,,,,,,,,,,,,,5,5
Brooklyn,30760001003.0,360470760001003,,,,,,,,,,,,0.0,,,,,,48,48
Brooklyn,30768001003.0,360470768001003,,,,,,,,,,,,,,,,,,2,2
Brooklyn,30772001003.0,360470772001003,,,,,,,,,,,,,,,,,,54,54
Brooklyn,30774001003.0,360470774001003,,,,,,,,,,,,,,,,,,64,64
Brooklyn,30780001003.0,360470780001003,,,,,,,,,,,,,,,2.0,,,68,68
Brooklyn,30782001003.0,360470782001003,,,,,,,,,,,,,,,6.0,,,107,107
Brooklyn,30784001003.0,360470784001003,,,,,,,,-2.0,-3.0,-2.0,29.0,16.0,,20.0,22.0,8.0,,84,122
Brooklyn,30792001003.0,360470792001003,,,,,,,,,,,,,,,,0.0,,36,36
Brooklyn,30806001003.0,360470806001003,0.0,0.0,,-1.0,,,,16.0,,,9.0,,,,26.0,8.0,,119,143
Brooklyn,30814001003.0,360470814001003,,,,,,,,,,,,,,,8.0,,-2.0,82,82
Brooklyn,30816001003.0,360470816001003,,,,,,,,,,,,,0.0,,,,,120,120
Brooklyn,30830001003.0,360470830001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30832001003.0,360470832001003,,,,,,,,,,,,,,,,,0.0,101,101
Brooklyn,30836001003.0,360470836001003,,,,,,,,,,,,,,,,0.0,0.0,0,0
Brooklyn,30838001003.0,360470838001003,,,,,,,,,,1.0,,,,,,,,83,84
Brooklyn,30840001003.0,360470840001003,,,,,,,,,,,,,,,,,,179,179
Brooklyn,30846001003.0,360470846001003,,,,,,,,,,,,,,,,0.0,,67,67
Brooklyn,30848001003.0,360470848001003,,,,,,,,,,,,,,,,0.0,,60,60
Brooklyn,30850001003.0,360470850001003,2.0,12.0,,,,,,,,,,,,1.0,,,,21,23
Brooklyn,30854001003.0,360470854001003,,,,,,,,,,,,,,,,,,57,57
Brooklyn,30860001003.0,360470860001003,,,,,,,,,,,,,,,,,0.0,118,118
Brooklyn,30864001003.0,360470864001003,,,,,,,,,,,,,95.0,,,,,66,66
Brooklyn,30866001003.0,360470866001003,,,,,,,,1.0,,,,5.0,,,,1.0,,114,120
Brooklyn,30868001003.0,360470868001003,,,,,,,,,,,,,,,,,,36,36
Brooklyn,30880001003.0,360470880001003,,,,,,,,,,,,,,,,,,58,58
Brooklyn,30888001003.0,360470888001003,,,,,,,,,,,,,,,,,0.0,14,14
Brooklyn,30890001003.0,360470890001003,,,,,,,,,,,,,,,,,,164,164
Brooklyn,30898001003.0,360470898001003,,,,,,,,,,,,,,,,,,81,81
Brooklyn,30902001003.0,360470902001003,,,,,,,,,,,,,83.0,,,,,16,16
Brooklyn,30908001003.0,360470908001003,,,,,,,,,,,,,,,,0.0,0.0,0,0
Brooklyn,30924001003.0,360470924001003,,,,,,,,,,,-2.0,,,,3.0,,,148,146
Brooklyn,30930001003.0,360470930001003,,,,,,,,,,,,,,,0.0,,,103,103
Brooklyn,30932001003.0,360470932001003,,,,,,,,,,,,0.0,,,,,,61,61
Brooklyn,30934001003.0,360470934001003,,,,,,,,,,,,,,,,0.0,,111,111
Brooklyn,30938001003.0,360470938001003,,,,,,,,,,,,,,,,,,168,168
Brooklyn,30946001003.0,360470946001003,,,,,,,,,,,,,,,,,,80,80
Brooklyn,30954001003.0,360470954001003,,,,,,,,,,,,,,,,,,136,136
Brooklyn,30956001003.0,360470956001003,,,,,,,,,,,,,,,,,,123,123
Brooklyn,30958001003.0,360470958001003,0.0,0.0,,,,,,,,,,,,,,,,109,109
Brooklyn,30964001003.0,360470964001003,,,,,,,,,,,,,,,,,1.0,37,37
Brooklyn,30966001003.0,360470966001003,,,,,,,,0.0,1.0,,,,,,,,,105,106
Brooklyn,30968001003.0,360470968001003,,,,,,,,,,,,,,,,,,41,41
Brooklyn,30970001003.0,360470970001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30984001003.0,360470984001003,,,,,,,,,,,,,,,,,0.0,146,146
Brooklyn,30986001003.0,360470986001003,,,,,,,,,,,,,,,0.0,,,153,153
Brooklyn,30988001003.0,360470988001003,,,,,,,,,,,,,,,,,,126,126
Brooklyn,30990001003.0,360470990001003,,,,,,,,,,,,,,,,,,56,56
Brooklyn,30992001003.0,360470992001003,,,,,,,,,,,,,,,,,,92,92
Brooklyn,30996001003.0,360470996001003,,,,,,,,,,3.0,,,,,,,0.0,103,106
Brooklyn,30998001003.0,360470998001003,,,,,,,,,,,,,,,,,0.0,83,83
Brooklyn,31004001003.0,360471004001003,,,,,,,,,,,,,1.0,,,,0.0,151,151
Brooklyn,31006001003.0,360471006001003,,,,,,,,,,,,,,,,,,119,119
Brooklyn,31008001003.0,360471008001003,,,,,,,,,,,,,,,1.0,,,94,94
Brooklyn,31014001003.0,360471014001003,,,,,,,,,,,,,,,,0.0,,136,136
Brooklyn,31016001003.0,360471016001003,,,,,,,,,,0.0,,,,,,1.0,,64,64
Brooklyn,31018001003.0,360471018001003,,,,,,,,,,,,,,,,,,50,50
Brooklyn,31020001003.0,360471020001003,,,,,,,,,,,,,,,,,,51,51
Brooklyn,31022001003.0,360471022001003,1.0,1.0,,,,,,,,,,,0.0,,,,,50,51
Brooklyn,31024001003.0,360471024001003,,,,,,,,,,,,,,,,,,87,87
Brooklyn,31026001003.0,360471026001003,,,,,,,,,,,,,,,,,2.0,143,143
Brooklyn,31028001003.0,360471028001003,,,,,,,,,,,,,,,,,,45,45
Brooklyn,31034001003.0,360471034001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31078001003.0,360471078001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31104001003.0,360471104001003,,,,,,,,,,,,,,,,,,4,4
Brooklyn,31116001003.0,360471116001003,,,,,,,2.0,,,,,,,,,,,88,90
Brooklyn,31118001003.0,360471118001003,,,,,2.0,,3.0,2.0,,,,,0.0,,,-7.0,,119,126
Brooklyn,31122001003.0,360471122001003,,,,,,,,,,,,,1.0,,2.0,1.0,1.0,133,133
Brooklyn,31124001003.0,360471124001003,87.0,87.0,,,,,,,,,,,,,,,,10,97
Brooklyn,31126001003.0,360471126001003,,,,,,,,,,,,,,,,,,161,161
Brooklyn,31128001003.0,360471128001003,,,,,,,,,,,,,,,,,,191,191
Brooklyn,31132001003.0,360471132001003,,,,,,,,,,,90.0,,,,,,,61,151
Brooklyn,31134001003.0,360471134001003,,,,,,,,,,,,,0.0,,,,,0,0
Brooklyn,31142011003.0,360471142011003,,,,,,,,,,,,,,,,,,71,71
Brooklyn,31144001003.0,360471144001003,,,,,,,,,,,,,0.0,,,,,15,15
Brooklyn,31146001003.0,360471146001003,,,,,,,,,,,,,35.0,,2.0,,,157,157
Brooklyn,31150001003.0,360471150001003,,,,,,,,,,,,,,,,,,79,79
Brooklyn,31152001003.0,360471152001003,,,,,,,,,,,,,,0.0,,,,39,39
Brooklyn,31158001003.0,360471158001003,,,,,,,,,,,,-1.0,,8.0,3.0,,,89,88
Brooklyn,31160001003.0,360471160001003,,0.0,,,,,,,,,1.0,,6.0,1.0,,,,96,97
Brooklyn,31162001003.0,360471162001003,,,,,,,,,,,,,,,,,,72,72
Brooklyn,31164001003.0,360471164001003,,,,,,,,,,,,,,,3.0,,,59,59
Brooklyn,31166001003.0,360471166001003,,,,,,-2.0,,,,,,,,,,,,62,60
Brooklyn,31168001003.0,360471168001003,,,,,,,,0.0,,,,,,,,,,108,108
Brooklyn,31172011003.0,360471172011003,,,,,,0.0,,,,,,,,1.0,,,4.0,65,65
Brooklyn,31172021003.0,360471172021003,,,,,,,,,,,,,,,,,,112,112
Brooklyn,31174001003.0,360471174001003,,,,-1.0,,,,,,,,,,,2.0,,6.0,71,70
Brooklyn,31176011003.0,360471176011003,,,,,,,,,,,,,,,,,,104,104
Brooklyn,31178001003.0,360471178001003,,,,,,,,,,,,,,,,,,55,55
Brooklyn,31184001003.0,360471184001003,,,,,,,,,1.0,,,,,,2.0,,1.0,107,108
Brooklyn,31186001003.0,360471186001003,,,,,,,,,,,-2.0,,,,,,,137,135
Brooklyn,31194001003.0,360471194001003,2.0,2.0,,,,,,,,,2.0,,,,,2.0,0.0,70,74
Brooklyn,31196001003.0,360471196001003,,,,,,,,,,,,,,2.0,,1.0,,86,86
Brooklyn,31202001003.0,360471202001003,,,,,,,,,,,,,,,,,0.0,42,42
Brooklyn,31208001003.0,360471208001003,,,,,,,,,,,,,,,,,,159,159
Brooklyn,31220001003.0,360471220001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31237001003.0,360471237001003,,,,,-1.0,,,5.0,8.0,,4.0,,,-2.0,6.0,,8.0,97,113
Brooklyn,31502001003.0,360471502001003,,,,,,,,-1.0,,,,,-1.0,,1.0,-1.0,0.0,111,110
Brooklyn,30002001004.0,360470002001004,,,,,,,,,,,,,,,,,,5,5
Brooklyn,30007001004.0,360470007001004,,,,,,,,,,,,,,,0.0,0.0,,120,120
Brooklyn,30013001004.0,360470013001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30015001004.0,360470015001004,0.0,0.0,,0.0,,,,,7.0,,14.0,7.0,1.0,,286.0,,0.0,71,99
Brooklyn,30020001004.0,360470020001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30022001004.0,360470022001004,-2.0,-2.0,,,18.0,-2.0,,8.0,,2.0,,,8.0,,7.0,,,222,246
Brooklyn,30030001004.0,360470030001004,,,,0.0,,,,,,,,,,,,,,101,101
Brooklyn,30034001004.0,360470034001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30036001004.0,360470036001004,,,,,,,,,,,,,,,,,,194,194
Brooklyn,30038001004.0,360470038001004,,,,,,,,,,,,,,,,,,97,97
Brooklyn,30046001004.0,360470046001004,,,,,,,,,,,0.0,,,,,,0.0,25,25
Brooklyn,30056021004.0,360470056021004,,,,,,,,,,,,,,,,,,226,226
Brooklyn,30059001004.0,360470059001004,,,,,,,,,,,,,,,,,,20,20
Brooklyn,30070001004.0,360470070001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30077001004.0,360470077001004,,,,,0.0,,,430.0,,,,,,,,,,0,430
Brooklyn,30101001004.0,360470101001004,,,,,,,,,,,,,,,,,,116,116
Brooklyn,30110001004.0,360470110001004,,,,,,,,,,,5.0,,,,,,,67,72
Brooklyn,30112001004.0,360470112001004,,,,,,,,20.0,,,,,,,31.0,,-1.0,10,30
Brooklyn,30114001004.0,360470114001004,,,,,,,,,,,,,,,,,,16,16
Brooklyn,30126001004.0,360470126001004,,,,,0.0,,,,,,,,,,,,0.0,298,298
Brooklyn,30128011004.0,360470128011004,,,,,,,,0.0,,,,,,,,,,93,93
Brooklyn,30129021004.0,360470129021004,,,0.0,,,,,1.0,,64.0,,,,,0.0,53.0,0.0,63,128
Brooklyn,30136001004.0,360470136001004,,,,,,,,0.0,,,,,-1.0,,7.0,,,116,116
Brooklyn,30142001004.0,360470142001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30166001004.0,360470166001004,,,,,,,,0.0,,,,,,,0.0,,,50,50
Brooklyn,30168001004.0,360470168001004,,,,,,,,,,,,,,,,,,60,60
Brooklyn,30172001004.0,360470172001004,,,,,,,,,,,,,,,2.0,,,86,86
Brooklyn,30178001004.0,360470178001004,,,,,,,,,,,,,,,,,,87,87
Brooklyn,30187001004.0,360470187001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30188001004.0,360470188001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30190001004.0,360470190001004,,,,,,,,,,,,,,,,,,63,63
Brooklyn,30191001004.0,360470191001004,,,,,,,,,,,,,,,,,,34,34
Brooklyn,30203001004.0,360470203001004,,,,,14.0,5.0,,12.0,3.0,5.0,3.0,6.0,,0.0,0.0,8.0,,63,111
Brooklyn,30212001004.0,360470212001004,,,,,,,,16.0,,,,,,,0.0,,,177,193
Brooklyn,30213001004.0,360470213001004,,,0.0,,,,,,,-6.0,,,12.0,,20.0,,,155,149
Brooklyn,30214001004.0,360470214001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30218001004.0,360470218001004,,,,,,,,,,,,,,,,,,13,13
Brooklyn,30241001004.0,360470241001004,,,,,,,-2.0,-4.0,8.0,22.0,11.0,-1.0,10.0,0.0,-1.0,16.0,,249,283
Brooklyn,30242001004.0,360470242001004,,,,,,,,,,,,62.0,,,66.0,,,0,62
Brooklyn,30248001004.0,360470248001004,,,,,,,,,,,,,,,,,,37,37
Brooklyn,30250001004.0,360470250001004,,,,,,,,,,-2.0,,,,,,0.0,,18,16
Brooklyn,30256001004.0,360470256001004,,1.0,1.0,-1.0,,,1.0,5.0,0.0,-1.0,,,,,7.0,,1.0,79,84
Brooklyn,30262001004.0,360470262001004,,,,1.0,2.0,,,,,,3.0,,,,2.0,6.0,0.0,116,122
Brooklyn,30263001004.0,360470263001004,,,,,,,,,,,,,,,,,-2.0,328,328
Brooklyn,30271001004.0,360470271001004,,,,0.0,,,16.0,,12.0,1.0,-4.0,,,8.0,143.0,104.0,10.0,134,159
Brooklyn,30278001004.0,360470278001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30287001004.0,360470287001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30292001004.0,360470292001004,,,,,,,,,,,,,,,,,,47,47
Brooklyn,30298001004.0,360470298001004,,0.0,,,,,,,,,,,,,,,,173,173
Brooklyn,30304001004.0,360470304001004,,,,,,,,,,,,,,,,,,75,75
Brooklyn,30305001004.0,360470305001004,,,,31.0,,,,,,,,,,,,5.0,17.0,54,85
Brooklyn,30306001004.0,360470306001004,,,,,,-1.0,,,,,,,,,,,5.0,99,98
Brooklyn,30308001004.0,360470308001004,,,,,,,0.0,,,,,,,,,,11.0,9,9
Brooklyn,30340001004.0,360470340001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30363001004.0,360470363001004,,,,,,,,,,,,,,,,,,1,1
Brooklyn,30364001004.0,360470364001004,,,,,,,,,-1.0,,,,,,,,,19,18
Brooklyn,30365021004.0,360470365021004,,,,,-1.0,,,,0.0,,,,10.0,-2.0,,,,51,50
Brooklyn,30370001004.0,360470370001004,,,,,,,,,,,,,,,,,,103,103
Brooklyn,30373001004.0,360470373001004,,,,,,,,,,,,,,,,,,140,140
Brooklyn,30374021004.0,360470374021004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30386001004.0,360470386001004,,,,,3.0,,,,1.0,,,,,,,3.0,,111,115
Brooklyn,30389001004.0,360470389001004,,,18.0,0.0,,,0.0,,,,,,,,7.0,43.0,,133,151
Brooklyn,30390001004.0,360470390001004,,,,,,,,-1.0,,,,,,,,-1.0,,94,93
Brooklyn,30393001004.0,360470393001004,,,,,127.0,,,,-2.0,,,8.0,,,1.0,,,131,264
Brooklyn,30398001004.0,360470398001004,,,,,,,,,,,0.0,,,,,,,61,61
Brooklyn,30400001004.0,360470400001004,0.0,0.0,,,0.0,,,,,,,,,,,,10.0,82,82
Brooklyn,30416001004.0,360470416001004,,,,,,,,,,,,,,,-2.0,,0.0,140,140
Brooklyn,30418001004.0,360470418001004,,,,,,,,,,,,,,,0.0,,,52,52
Brooklyn,30423001004.0,360470423001004,,,0.0,,,0.0,,,8.0,-5.0,,6.0,3.0,,10.0,5.0,,66,75
Brooklyn,30431001004.0,360470431001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30433001004.0,360470433001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30439001004.0,360470439001004,,,,,,,,,,,,,,,,,,10,10
Brooklyn,30441001004.0,360470441001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30444001004.0,360470444001004,,,,,0.0,,,,,,,,,,,,,18,18
Brooklyn,30447001004.0,360470447001004,,,,,,,,,,,,,,,,,,16,16
Brooklyn,30450001004.0,360470450001004,,,,,,,,,0.0,,,-1.0,,,,,-1.0,53,52
Brooklyn,30453001004.0,360470453001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30462021004.0,360470462021004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30464001004.0,360470464001004,,,,,,,,,,6.0,,,,,,,0.0,52,58
Brooklyn,30468001004.0,360470468001004,9.0,9.0,3.0,-1.0,2.0,-1.0,3.0,,-6.0,-4.0,,7.0,,1.0,14.0,2.0,3.0,106,118
Brooklyn,30470001004.0,360470470001004,1.0,1.0,-1.0,,-2.0,,5.0,-1.0,,4.0,,2.0,,,0.0,,0.0,75,83
Brooklyn,30476001004.0,360470476001004,,,,,,,,,,,,,,,,,,18,18
Brooklyn,30477001004.0,360470477001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30484001004.0,360470484001004,,,,,,,,,,,,,,,0.0,,,407,407
Brooklyn,30490001004.0,360470490001004,,,,,,,,,,,,,,,,,,157,157
Brooklyn,30491001004.0,360470491001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30496001004.0,360470496001004,,,,,,,,,,,,,,,,,0.0,219,219
Brooklyn,30497001004.0,360470497001004,,,,,,5.0,,,,-2.0,,,7.0,,,,0.0,121,124
Brooklyn,30498001004.0,360470498001004,,,,,,,,,,,,,,,,,,39,39
Brooklyn,30499001004.0,360470499001004,,,,,2.0,,-3.0,,,,6.0,,0.0,,,,-1.0,87,92
Brooklyn,30501001004.0,360470501001004,,,,,,,,-1.0,,-2.0,,,,,6.0,,,106,103
Brooklyn,30507001004.0,360470507001004,23.0,23.0,,,,,,,,,,,,,,,,43,66
Brooklyn,30509001004.0,360470509001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30515001004.0,360470515001004,,,,,53.0,,,,,,,0.0,,,,,0.0,115,168
Brooklyn,30517001004.0,360470517001004,,,6.0,,,,,-2.0,,-2.0,,,,,44.0,,,102,104
Brooklyn,30519001004.0,360470519001004,,,,211.0,,,,,,,,6.0,,,67.0,,6.0,3,220
Brooklyn,30520001004.0,360470520001004,,,,,,,,,,,,0.0,,,,0.0,,39,39
Brooklyn,30528001004.0,360470528001004,,,,,,,,,,,,,,,,,,43,43
Brooklyn,30537001004.0,360470537001004,,,,,,,,0.0,,,,10.0,,,0.0,,,118,128
Brooklyn,30546001004.0,360470546001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30551001004.0,360470551001004,24.0,24.0,21.0,2.0,,,,,,,28.0,,0.0,,,0.0,,11,86
Brooklyn,30561001004.0,360470561001004,,,,,,,,,,,2.0,,,80.0,,60.0,,23,25
Brooklyn,30563001004.0,360470563001004,,,,,,,,,,,,,,,6.0,,,68,68
Brooklyn,30565001004.0,360470565001004,,,,,,,,,,0.0,,,,,0.0,,,1,1
Brooklyn,30568001004.0,360470568001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30573001004.0,360470573001004,,,,,,,3.0,-1.0,,,,,,,,,,193,195
Brooklyn,30576001004.0,360470576001004,,,,,,,,,,,,,,,,,,38,38
Brooklyn,30579001004.0,360470579001004,8.0,8.0,,,16.0,,,-1.0,,8.0,6.0,-2.0,,,6.0,4.0,1.0,198,233
Brooklyn,30588001004.0,360470588001004,,,,,,,-2.0,9.0,,,6.0,10.0,,,0.0,,2.0,82,105
Brooklyn,30590001004.0,360470590001004,2.0,2.0,0.0,3.0,,0.0,,,,1.0,0.0,,,-3.0,,,-2.0,129,135
Brooklyn,30593001004.0,360470593001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30598001004.0,360470598001004,,,,,,,,,,,,,,,,,,338,338
Brooklyn,30606001004.0,360470606001004,,,4.0,,,,,,,,,,,,,0.0,,2,6
Brooklyn,30608001004.0,360470608001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30610021004.0,360470610021004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30610031004.0,360470610031004,,,,,,,,,,,,,0.0,,,,,54,54
Brooklyn,30620001004.0,360470620001004,2.0,2.0,,,,,,,,,0.0,,,,,,,101,103
Brooklyn,30628001004.0,360470628001004,0.0,0.0,,,,,,,,,,,,,,,,16,16
Brooklyn,30636001004.0,360470636001004,,,,,,0.0,,,,,1.0,,,,,,0.0,77,78
Brooklyn,30642001004.0,360470642001004,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,34,34
Brooklyn,30646001004.0,360470646001004,,,-1.0,0.0,,,,,,,,1.0,,,0.0,,,65,65
Brooklyn,30648001004.0,360470648001004,,,,,,-1.0,,,-1.0,,,,,,,-1.0,,118,116
Brooklyn,30652001004.0,360470652001004,,,,,,,,,,,,,,,,,,94,94
Brooklyn,30662001004.0,360470662001004,,,,,,,,,,0.0,,,,,,,,58,58
Brooklyn,30666001004.0,360470666001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30670001004.0,360470670001004,,,,,,,,,,,,,,,,,,41,41
Brooklyn,30672001004.0,360470672001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30674001004.0,360470674001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30682001004.0,360470682001004,,,,,,,,,,,,,,,1.0,,0.0,110,110
Brooklyn,30686001004.0,360470686001004,,,,,,,,,,,,,2.0,,,,0.0,76,76
Brooklyn,30688001004.0,360470688001004,,,,,,,,0.0,,,,,,,,,,45,45
Brooklyn,30692001004.0,360470692001004,,,,,,,,,,,,,,,,,,86,86
Brooklyn,30696011004.0,360470696011004,,,,,,,,,,,,,,,,,,165,165
Brooklyn,30696021004.0,360470696021004,,,,,,,,,,,,,,,,,0.0,40,40
Brooklyn,30700001004.0,360470700001004,,,,,,0.0,,,,,,-1.0,1.0,,,,,44,43
Brooklyn,30702011004.0,360470702011004,,,0.0,,0.0,,,0.0,,,,,,,,0.0,0.0,26,26
Brooklyn,30720001004.0,360470720001004,,,,,,,,,,,,,,,,,,15,15
Brooklyn,30722001004.0,360470722001004,,,,,,,,,,,,,,,,,,135,135
Brooklyn,30728001004.0,360470728001004,,,,,,,,,,,,,,,,,,201,201
Brooklyn,30730001004.0,360470730001004,,,,,,,,,,1.0,,,,,,1.0,,36,37
Brooklyn,30732001004.0,360470732001004,,,,,,,,,,,,,,,,,,141,141
Brooklyn,30740001004.0,360470740001004,,,-1.0,,,,,,,,,,,,,2.0,,106,105
Brooklyn,30742001004.0,360470742001004,,,,,,,,,,,,,,,,,,122,122
Brooklyn,30746001004.0,360470746001004,,,,,,,,,,,,,,,1.0,,1.0,114,114
Brooklyn,30752001004.0,360470752001004,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,,,,0.0,36,36
Brooklyn,30758001004.0,360470758001004,1.0,1.0,,,,,,,,,1.0,,0.0,,,,,26,28
Brooklyn,30768001004.0,360470768001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30782001004.0,360470782001004,,,,,,,,,-1.0,,,,,,,,0.0,212,211
Brooklyn,30792001004.0,360470792001004,,,,,,,,,,,,,,0.0,,,,38,38
Brooklyn,30794001004.0,360470794001004,,,,,,,,,,,,,,,,,,84,84
Brooklyn,30806001004.0,360470806001004,,,,,,,,,,,,,,,,,,35,35
Brooklyn,30814001004.0,360470814001004,,,,,,,,,,,,,7.0,-2.0,,,4.0,101,101
Brooklyn,30816001004.0,360470816001004,,,0.0,,,,,,,,,,,,,,,125,125
Brooklyn,30854001004.0,360470854001004,,,,,,,,,,,,,,,,,,69,69
Brooklyn,30858001004.0,360470858001004,,,,,,,,,,,,,,,,,,40,40
Brooklyn,30864001004.0,360470864001004,3.0,3.0,,,9.0,,,,,,,,,,,5.0,,114,126
Brooklyn,30866001004.0,360470866001004,,,,,,,,1.0,,,,,,,,,,84,85
Brooklyn,30880001004.0,360470880001004,,,,,,0.0,,,45.0,,-2.0,,,13.0,,,,56,99
Brooklyn,30908001004.0,360470908001004,,,,,,,,,,,,,,,,0.0,,0,0
Brooklyn,30922001004.0,360470922001004,,,,,,,,,,,,,,,,,,38,38
Brooklyn,30924001004.0,360470924001004,,,-2.0,,,,,,,,,,,,,,,40,38
Brooklyn,30932001004.0,360470932001004,,,,,,,,,,,,,,,,,,143,143
Brooklyn,30934001004.0,360470934001004,,,,,,,,,,,,,,,,,,2,2
Brooklyn,30946001004.0,360470946001004,,,,,,,,,,,,,,,,,,79,79
Brooklyn,30950001004.0,360470950001004,,,,,,,,,,,,,,,,,,14,14
Brooklyn,30956001004.0,360470956001004,,,,,0.0,,,,0.0,,,,,,,,,148,148
Brooklyn,30958001004.0,360470958001004,,,,,,,,,,,,,,,,,,51,51
Brooklyn,30960001004.0,360470960001004,,,,,,,,,,,,,,,,,0.0,0,0
Brooklyn,30964001004.0,360470964001004,,,,,,2.0,,,,,,,,,2.0,2.0,,12,14
Brooklyn,30968001004.0,360470968001004,-2.0,-2.0,,0.0,0.0,,,,,,,,,,,,,12,10
Brooklyn,30970001004.0,360470970001004,,,,,,2.0,,,,,,,,,,,,108,110
Brooklyn,30974001004.0,360470974001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30984001004.0,360470984001004,,,,,,,,,,,,,1.0,,,,,123,123
Brooklyn,30988001004.0,360470988001004,,,,1.0,,,,,,,,,,,,,-1.0,85,86
Brooklyn,30990001004.0,360470990001004,,,,,,,,,,,,,,,,,0.0,24,24
Brooklyn,30992001004.0,360470992001004,,,,,,,,,,,,,,,,,,27,27
Brooklyn,30996001004.0,360470996001004,,,,,,,,,,,,,,,,,,132,132
Brooklyn,30998001004.0,360470998001004,,,,,,,,,,,,,,,,,1.0,93,93
Brooklyn,31004001004.0,360471004001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31016001004.0,360471016001004,,,,,,,,,,,,,,,,,,65,65
Brooklyn,31018001004.0,360471018001004,,,,,,,,,,,,,,,,,,61,61
Brooklyn,31020001004.0,360471020001004,,,,6.0,,,0.0,,,,,,,,,,,135,141
Brooklyn,31022001004.0,360471022001004,,,,,,,,,,,,,,,0.0,0.0,-1.0,63,63
Brooklyn,31024001004.0,360471024001004,,,,,,2.0,,,,,,,-1.0,,,0.0,,111,113
Brooklyn,31026001004.0,360471026001004,,,,,,,,,,,,,,,,1.0,1.0,153,153
Brooklyn,31028001004.0,360471028001004,,,,,,-1.0,1.0,,,,,6.0,,0.0,,10.0,4.0,68,74
Brooklyn,31078001004.0,360471078001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31104001004.0,360471104001004,,,,0.0,,,,,,,,,,,,,2.0,39,39
Brooklyn,31116001004.0,360471116001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31118001004.0,360471118001004,,,,,,,,,,,,,,,,,,126,126
Brooklyn,31120001004.0,360471120001004,,,,,,,,,,,,,,,2.0,,,110,110
Brooklyn,31122001004.0,360471122001004,,,22.0,0.0,,,,,,,,0.0,,,,,2.0,114,136
