boro,bctcb2010,cenblock10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,total
Staten Island,50226003013.0,360850226003013,,,,,,,,,,,,0.0,,,,,,12,12
Staten Island,50226003016.0,360850226003016,,,,,,,,,,,,,,,,,,102,102
Staten Island,50226003018.0,360850226003018,,,,,,,,,,,,,,,,,,80,80
Bronx,20078003000.0,360050078003000,,,,,,,,,,,,,,,,,,0,0
Bronx,20078004000.0,360050078004000,,,,,,,,,,,,,,,,,,0,0
Bronx,20078004001.0,360050078004001,,,,,,,,,,,6.0,,0.0,-2.0,-2.0,7.0,-4.0,81,87
Queens,41377001000.0,360811377001000,,,,,,,,,,,,,,,,,,0,0
Queens,41377001003.0,360811377001003,2.0,2.0,-1.0,,2.0,,,,,,,,,,,,,183,186
Queens,40373002006.0,360810373002006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30449004006.0,360470449004006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30589001001.0,360470589001001,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30449004001.0,360470449004001,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30018000004.0,360470018000004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30018001036.0,360470018001036,,,,,,,,,,,,,,,,,,0,0
Queens,40373002004.0,360810373002004,,,0.0,,,,,,,,-1.0,,65.0,,,,,128,127
Queens,40373002002.0,360810373002002,,,,,,,,,-2.0,4.0,,,2.0,,,,,64,66
Queens,40373002005.0,360810373002005,,,,,,,,,,,,,,,0.0,,0.0,85,85
Queens,40577002003.0,360810577002003,,,,,,,,,,,,,,,,,,25,25
Queens,40577002004.0,360810577002004,,,,,,,,,,,0.0,,,,,,,41,41
Queens,40581002008.0,360810581002008,,,,,,,,,,,,,,,,,,1,1
Queens,40577001003.0,360810577001003,,,,,,,,,,,,,,,,,,0,0
Queens,40918001022.0,360810918001022,,,,,,,,,,,,,,,,,,0,0
Queens,40922003006.0,360810922003006,1.0,1.0,0.0,,,-2.0,,0.0,,,,1.0,,,0.0,1.0,2.0,17,17
Queens,40922003007.0,360810922003007,,,,,,,,,1.0,,,,,,,-1.0,,9,10
Queens,40922003016.0,360810922003016,,,,,,,0.0,,-1.0,,,,,1.0,0.0,,,17,16
Queens,40613012000.0,360810613012000,,,,,,,,,-1.0,,,,,,,,,0,-1
Queens,40579002003.0,360810579002003,,,,,,,,,,,,,,,,,0.0,0,0
Queens,40579002002.0,360810579002002,,,,,,,,,,,,,,,,,,73,73
Queens,40639001003.0,360810639001003,,,,,,,,,,,,,0.0,,,,,39,39
Staten Island,50198002002.0,360850198002002,6.0,6.0,,,,,,0.0,,,,-1.0,,2.0,,,,31,36
Staten Island,50226004006.0,360850226004006,,0.0,,,,,,,,,,,,,,,,60,60
Brooklyn,30119001007.0,360470119001007,,,,,,,0.0,,,,,,,,,,,2,2
Brooklyn,30119001008.0,360470119001008,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30018001003.0,360470018001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30018001004.0,360470018001004,,,,,,,,,,,,,,,,,,0,0
Staten Island,50273012030.0,360850273012030,,,,,,,,,,,,,,,,,,32,32
Brooklyn,30702015001.0,360470702015001,,,,,,,0.0,,,,,,,,,,0.0,136,136
Brooklyn,30702015010.0,360470702015010,,,,,,,,,,,,,-1.0,,,,-4.0,34,34
Bronx,20205011009.0,360050205011009,,,,,,,,,,,,,,,,,,0,0
Bronx,20205011014.0,360050205011014,,,,,,,,,,,,,,,,,,0,0
Bronx,20205012004.0,360050205012004,,,,,,,,,,,,,,,,,,0,0
Staten Island,50132043001.0,360850132043001,,,,,,-1.0,,,,-1.0,3.0,4.0,,,1.0,,,61,66
Staten Island,50138003016.0,360850138003016,,,,,,,,,,,,,,,,,,17,17
Staten Island,50146063000.0,360850146063000,,,,,,,,,,,,,,,,,,0,0
Staten Island,50132043005.0,360850132043005,,,,,,,,,,0.0,,,,,,,,0,0
Staten Island,50138002000.0,360850138002000,,,,,,,,,,,,,,,,,,15,15
Staten Island,50132043002.0,360850132043002,,,,,,,,,,,,,,,,,,0,0
Queens,40535001009.0,360810535001009,,,,,,,,,,,,,0.0,,,,,110,110
Queens,40595004001.0,360810595004001,,,,,,,,,,,,,,,,,,50,50
Queens,41010021006.0,360811010021006,,,0.0,,,,1.0,-3.0,0.0,3.0,,1.0,1.0,-1.0,,-1.0,1.0,49,51
Queens,41010021007.0,360811010021007,,,,,,,,,0.0,,,,,,,,,17,17
Queens,41010021018.0,360811010021018,,,,,,,-3.0,,,,,,,,,,0.0,21,18
Staten Island,50177002003.0,360850177002003,,,,,,,,,,,,0.0,,,,,,17,17
Staten Island,50177002006.0,360850177002006,,,,,,,,,,,-1.0,,,,1.0,,,17,16
Staten Island,50011002003.0,360850011002003,,,,,,,,,,,,,,,,,0.0,33,33
Brooklyn,30622001011.0,360470622001011,,,,,,,,,,,,,,,,,,177,177
Brooklyn,30666001018.0,360470666001018,,,,,,,,,,,,,,,,,,0,0
Queens,40040021005.0,360810040021005,,,,,,1.0,,-1.0,,,,4.0,,,,,,57,61
Queens,40086001005.0,360810086001005,,,,,,,,,,,,,,,,,,0,0
Queens,40054001000.0,360810054001000,,,,,,,,,,,,,,,,,,5,5
Queens,40086001006.0,360810086001006,,,,,,,,,,,,,,,,,,2,2
Staten Island,50181002016.0,360850181002016,,,,-1.0,1.0,,,,,,,,,,0.0,,,43,43
Staten Island,50181002024.0,360850181002024,,,,,,1.0,,,,,,,,,,,,20,21
Queens,40042002000.0,360810042002000,,,,,,,,,,1.0,,,,,,,0.0,127,128
Queens,40042002001.0,360810042002001,,,,,,,0.0,1.0,,,,,1.0,,,,1.0,109,110
Queens,40036002002.0,360810036002002,,,,,,,,,,,,,,,,,,77,77
Queens,40036002001.0,360810036002001,,,,,,,,,,,,,,,1.0,,1.0,85,85
Queens,40036001010.0,360810036001010,,,,,,,,,,,,,,,,0.0,,18,18
Queens,40036002000.0,360810036002000,,,,,,,,,,,,,,,,,,54,54
Queens,40034001010.0,360810034001010,,,,,,,,,,,,,,,,,,23,23
Queens,40034002000.0,360810034002000,,,,-2.0,1.0,,,,,,,,,,1.0,,,50,49
Queens,40587001001.0,360810587001001,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,154,155
Queens,40587002000.0,360810587002000,,,,,,,1.0,,,,,,,,,,,158,159
Queens,40587003000.0,360810587003000,,,,,,,1.0,,,,,,,,,1.0,,347,348
Queens,40130002004.0,360810130002004,,,,,,,,,,,,,,,,,0.0,56,56
Queens,40130002005.0,360810130002005,-2.0,-2.0,,,,,,,,,,,0.0,,,,1.0,101,99
Queens,40972021029.0,360810972021029,,,,,,,,,0.0,,,,,,,,,1087,1087
Queens,40022001000.0,360810022001000,0.0,0.0,,,,,,,,,,,1.0,,,,,215,215
Queens,40030001000.0,360810030001000,,,,,1.0,,,1.0,1.0,,1.0,2.0,,,,,,106,112
Queens,40551001000.0,360810551001000,,,,,,,,,,,,,,,,,,96,96
Queens,40551004002.0,360810551004002,,,,,,,,,,,,0.0,2.0,,,,,198,198
Queens,40567003005.0,360810567003005,,,,,,,,,,,,,,,,,,70,70
Queens,40567003006.0,360810567003006,,,,,,,,,,,,,,0.0,0.0,0.0,,65,65
Queens,40627001005.0,360810627001005,,,,,,,17.0,,,,,,,,,,,88,105
Queens,40737002005.0,360810737002005,,,,,,,,,,,,,,,,,,114,114
Queens,40737002011.0,360810737002011,,,,,,,,,,,,,,,,,,0,0
Queens,40737002012.0,360810737002012,0.0,0.0,,,,,,,,,,,,,,,,112,112
Staten Island,50291021037.0,360850291021037,,,,0.0,,,,,,,,,,,,,,0,0
Staten Island,50291021072.0,360850291021072,,,,,,,,,,,,,,,,,,0,0
Staten Island,50291021073.0,360850291021073,,,,,,,,,,,,,,,,,,0,0
Queens,41347001004.0,360811347001004,,,,,,,,,,,,,,,,,,181,181
Queens,41347001008.0,360811347001008,,,,,,,,,,,,,,,,,,0,0
Queens,41347004002.0,360811347004002,,,,,,,,,,,,,,,,,,211,211
Brooklyn,30001001000.0,360470001001000,,,,,,,,,,,,,,,6.0,8.0,,88,88
Brooklyn,30021002006.0,360470021002006,,,,,,,,,,,,,,,,,,1,1
Brooklyn,30021002012.0,360470021002012,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30021002014.0,360470021002014,0.0,0.0,,,,,,,,,,,,,,,,280,280
Brooklyn,30021002015.0,360470021002015,,,,,,,,,,,,,,,,,,0,0
Queens,40916021011.0,360810916021011,,,,,,,,,,,,,,,,,,0,0
Queens,40916021007.0,360810916021007,,,,,,,,,,,,,,,,,,0,0
Queens,40916021010.0,360810916021010,,,,,,,,,,,,,,,,,,0,0
Bronx,20334001013.0,360050334001013,,,,,,,,,,,,,,,,,,0,0
Bronx,20334001025.0,360050334001025,,,,,,,,,,,,,,,,,,0,0
Bronx,20324001004.0,360050324001004,,,,,,,,,,,,,,,,,,288,288
Staten Island,50075003009.0,360850075003009,,,,,,-2.0,,4.0,,,,,,,0.0,,,42,44
Manhattan,10194003000.0,360610194003000,,,60.0,,,,,,4.0,,,,,,,,,213,277
Manhattan,10194002001.0,360610194002001,,,,,,,,,,58.0,,,184.0,,-31.0,-71.0,118.0,60,118
Manhattan,10242003010.0,360610242003010,,,,,,,,,,,,,,,,,,0,0
Manhattan,10238021004.0,360610238021004,,,,,,,,,,,,,,,,,,0,0
Manhattan,10238021000.0,360610238021000,,,,,,,,,,,,,,,,,,498,498
Manhattan,10238021003.0,360610238021003,,,,,,,,,,,,,,,,,,0,0
Queens,40992002031.0,360810992002031,,,,,,,,,,,,,,,,,,7,7
Queens,40992002032.0,360810992002032,,,,,,,,,-1.0,,1.0,,,,,1.0,,5,5
Manhattan,10192002002.0,360610192002002,,,,,,,,,,179.0,,,,,,,,361,540
Staten Island,50112012020.0,360850112012020,,,,,-3.0,,,,,,,,,,,,,15,12
Staten Island,50112012021.0,360850112012021,,,,,,,,-1.0,-1.0,1.0,,,,,,0.0,-1.0,9,8
Manhattan,10194004001.0,360610194004001,,,,,,,,,,0.0,,,,,,,0.0,656,656
Manhattan,10194004000.0,360610194004000,,,,,,,0.0,19.0,,,,,,,11.0,-1.0,,162,181
Manhattan,10194001000.0,360610194001000,,,,,,,,,,,,,,,,,,980,980
Manhattan,10194003001.0,360610194003001,,,64.0,,,,0.0,,108.0,,,,,,-1.0,,,114,286
Queens,40942011013.0,360810942011013,4.0,4.0,11.0,,,,,,,,1.0,,,,12.0,,,88,104
Queens,40942011014.0,360810942011014,,,,,,,,,,,,,,,,,,374,374
Queens,40942011025.0,360810942011025,,,,,,,,,,,,0.0,14.0,,,14.0,14.0,15,15
Queens,40942011026.0,360810942011026,,,,,,,,,,,,,,,,,,15,15
Manhattan,10020002002.0,360610020002002,,,,,,,,,,,,,,,,,,130,130
Manhattan,10020003002.0,360610020003002,,,,,,,,,,,,,,,,,,0,0
Manhattan,10020003003.0,360610020003003,,,,,,,,,,,,,,,,,,216,216
Bronx,20284001014.0,360050284001014,,,,,,,,,,,,,,,,,,0,0
Bronx,20284001010.0,360050284001010,0.0,0.0,,,-2.0,0.0,2.0,,,,,,,,,,,3,3
Bronx,20284001012.0,360050284001012,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30555001000.0,360470555001000,301.0,301.0,,,,,,,554.0,,,,,,,0.0,,438,1293
Brooklyn,30557001000.0,360470557001000,,,,,,,,,,,,,,,,,,9,9
Staten Island,50112021025.0,360850112021025,,,,,,,,,,,,,,,,,,0,0
Staten Island,50112021026.0,360850112021026,,0.0,,,,,,,,,,,,,,,,7,7
Queens,40184011006.0,360810184011006,,,,-1.0,,,,,,,,,,,,,,49,48
Queens,40182001001.0,360810182001001,,,,,,,,,,,,,,4.0,4.0,,2.0,94,94
Queens,40184011004.0,360810184011004,,,,,,,,,1.0,,,,,,,,0.0,53,54
Queens,40098001002.0,360810098001002,,,,,0.0,,,,,,,,,,,,,76,76
Queens,40098001003.0,360810098001003,,,,,,,,,,,,,,,,,2.0,72,72
Brooklyn,30966002000.0,360470966002000,,,,,,,,,,,,,,,,,,23,23
Brooklyn,30966002001.0,360470966002001,,,,,,,,,,,,,,,2.0,0.0,0.0,17,17
Queens,40641021026.0,360810641021026,,,,,,,,,,,,,,,,,,0,0
Queens,40641021014.0,360810641021014,,,,,,,,,,,,,,,,,,0,0
Queens,40641021015.0,360810641021015,,,,,,,,,,,,,,,,,,0,0
Queens,40637003006.0,360810637003006,,,,,,,,,,,,,,,,,,92,92
Queens,40639001005.0,360810639001005,,,,,,,,,,,,,,,,,,99,99
Queens,40637003007.0,360810637003007,,,,,,,,,,,,,,,,,,61,61
Queens,40414001001.0,360810414001001,,,,,,,4.0,,,6.0,,,,,,,,87,97
Queens,40414001005.0,360810414001005,1.0,1.0,,,,,,,,,,,5.0,,,8.0,,55,56
Staten Island,50226004025.0,360850226004025,,,,,,,-1.0,,0.0,,,,4.0,,,,3.0,18,17
Staten Island,50198002009.0,360850198002009,-1.0,-1.0,-1.0,6.0,,,,,,,,,,,,0.0,,46,50
Staten Island,50226004026.0,360850226004026,,,,0.0,,,,,,,,,-1.0,,,,,4,4
Staten Island,50198001000.0,360850198001000,,,,,,,0.0,,,,,,,,0.0,,,13,13
Staten Island,50198001006.0,360850198001006,,,,,,,,,,,,,,,,,,0,0
Staten Island,50198001001.0,360850198001001,,,,,,,,,,,,,,,,,,10,10
Staten Island,50226004023.0,360850226004023,,,,1.0,,,,,,,,,,,,,,33,34
Staten Island,50170052014.0,360850170052014,,,,,,,,,,,,,,,,,,70,70
Staten Island,50170052015.0,360850170052015,,,,,,,,,,,,,,,,,,0,0
Queens,41008022010.0,360811008022010,,,,,,,,,,,,,,,,,,0,0
Queens,41621001001.0,360811621001001,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,90,93
Queens,41010014003.0,360811010014003,,,,,,,,,,,,,,,,,,24,24
Queens,40062021002.0,360810062021002,,,,,,,,,,,,,,,,,,0,0
Queens,40062021003.0,360810062021003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,31208005000.0,360471208005000,,,,,,,,,,,,,,,,,,0,0
Queens,41621001002.0,360811621001002,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,27,27
Queens,40998011002.0,360810998011002,,,,,,,,,,,,,,,,,,0,0
Queens,41008022009.0,360811008022009,,,,,,,,,,,,,12.0,,,4.0,,30,30
Queens,40136002001.0,360810136002001,,,,,,,,,0.0,1.0,,,,,1.0,,,56,57
Queens,40136001001.0,360810136001001,,,,,,,,,,,,,,,,,,82,82
Queens,40136002000.0,360810136002000,,,-1.0,,,,,,,,1.0,,,,,-1.0,,157,157
Queens,40942021020.0,360810942021020,,,,,,,,,,,,,,,,,,42,42
Queens,40184011003.0,360810184011003,,,,,,,2.0,,,,,,,,,,,50,52
Queens,40184011002.0,360810184011002,,,,,,,,,,1.0,2.0,,,,0.0,,0.0,44,47
Queens,40184022002.0,360810184022002,,,,,,,,,,,,,,,0.0,,0.0,64,64
Queens,40098001004.0,360810098001004,,,0.0,,,,,,,,,,,,,,,36,36
Queens,40098001005.0,360810098001005,,,1.0,,,,,-1.0,,,,,,,,,,66,66
Queens,40992002017.0,360810992002017,,,,,,,,,,,,,,,,,,0,0
Bronx,20326003003.0,360050326003003,,,,,,0.0,,,,,,,,,,,,9,9
Queens,40238002000.0,360810238002000,,,,,,,,,,,,,,80.0,109.0,,,162,162
Queens,40236002001.0,360810236002001,,,,,,,,57.0,,,,,7.0,10.0,,,18.0,106,163
Queens,40432001016.0,360810432001016,,,,,,,,,,,,,,,,,,7,7
Queens,40432001017.0,360810432001017,,,,,,,,,,,,,,,,,,15,15
Bronx,20248001005.0,360050248001005,,,,,,,,,,,,,,,,,,0,0
Queens,40276001001.0,360810276001001,,,,,,,,,,,,,,,,,,3,3
Queens,40264002003.0,360810264002003,,,,,,,,,,,,,,,,,,88,88
Queens,40208002000.0,360810208002000,,,,,,,,,,,,,,,,,,0,0
Queens,40208002010.0,360810208002010,,,,,,,,,0.0,,,539.0,,18.0,130.0,,,2,541
Queens,40140001009.0,360810140001009,,,,1.0,,,,40.0,,,,,,,,,,212,253
Queens,40140002005.0,360810140002005,,,,,,,,,,,,,,0.0,1.0,3.0,,106,106
Queens,40140002007.0,360810140002007,,,,,,,,,,,,,,,,0.0,,103,103
Queens,40444001000.0,360810444001000,,,,,,-2.0,,,,,,,,,1.0,,-2.0,317,315
Queens,40444001001.0,360810444001001,0.0,0.0,,1.0,,6.0,,,,,1.0,,,,,-1.0,1.0,59,67
Queens,40460003002.0,360810460003002,,,,,,,,,,,,1.0,,,,,,64,65
Queens,40460003003.0,360810460003003,,,,,,,,,,,,,,,,,,32,32
Queens,40964002025.0,360810964002025,,,,,,,,,,,,,,,,,,0,0
Queens,40954003015.0,360810954003015,,,,,,,,,,,,,,,,,,11,11
Queens,40964002024.0,360810964002024,,,51.0,22.0,8.0,7.0,2.0,12.0,,,,,,,,,,0,102
Queens,40964002013.0,360810964002013,,,,,,6.0,39.0,18.0,,,,,,,,,,0,63
Queens,40964002012.0,360810964002012,,,,6.0,31.0,21.0,26.0,3.0,1.0,,,,,,,,,0,88
Queens,40964002018.0,360810964002018,,,,,,,,,,,,,,,,,,0,0
Queens,40964002020.0,360810964002020,,,47.0,8.0,,4.0,9.0,4.0,,,,,,,,,,0,72
Queens,40964002021.0,360810964002021,,,15.0,42.0,13.0,10.0,10.0,,,2.0,,,,,,2.0,,0,92
Staten Island,50138004009.0,360850138004009,,,,,,,,,,,,0.0,,2.0,,,,23,23
Staten Island,50138004008.0,360850138004008,,,,,,,,,,,,,,,,,,24,24
Manhattan,10073003002.0,360610073003002,,,,,-1.0,,,-3.0,,,,,,,,,,273,269
Manhattan,10067004001.0,360610067004001,,,,,,,,,,,,,,,,,,61,61
Manhattan,10007001019.0,360610007001019,,,,,,,,,,,,,,,,,,125,125
Manhattan,10007001023.0,360610007001023,,,,,,,,,,,,,,,,,,201,201
Manhattan,10007001024.0,360610007001024,,,,,,,,,,,,,,,,,,0,0
Manhattan,10031001005.0,360610031001005,,,,6.0,,,,,,,0.0,,,,,,4.0,18,24
Queens,40306003002.0,360810306003002,,,,,,,,,,,,,,,,,,0,0
Queens,40306003004.0,360810306003004,,,,,,,,,,,,,,,,,,0,0
Bronx,20251004001.0,360050251004001,3.0,3.0,,,,,,,,,,,,,,,,135,138
Queens,40306003010.0,360810306003010,2.0,2.0,,,,,,,,,,,,,,,0.0,127,129
Queens,40306003011.0,360810306003011,,,,,,,,,,,,,,,,,,20,20
Queens,40306003012.0,360810306003012,,,-2.0,6.0,0.0,,,,,,1.0,,,,,,1.0,16,21
Queens,40306003013.0,360810306003013,,,,,,4.0,,,,,,,,,,,,41,45
Bronx,20060001005.0,360050060001005,,,,,,,,,,,,,,,,,,0,0
Bronx,20359001007.0,360050359001007,0.0,0.0,,,,,,,,181.0,-2.0,,,77.0,259.0,-2.0,-2.0,10,189
Bronx,20359001006.0,360050359001006,,,,,,,,,,,,319.0,,,,,,61,380
Bronx,20361003002.0,360050361003002,,,,,,,,,,,,,,,,,,0,0
Bronx,20361003003.0,360050361003003,,,,,,,,,,,,,,,,,,294,294
Queens,40299001002.0,360810299001002,,,,,,,,,,,,,,,,,,0,0
Queens,40297001012.0,360810297001012,,,,,,,,,,,,,,,,,,0,0
Queens,40297001018.0,360810297001018,,,,,,,,,,,,,,,,,,0,0
Queens,40297002003.0,360810297002003,,,,,,,,,,,,,,,,,,0,0
Queens,40297001011.0,360810297001011,,,,,,,,,,,,,,,,,,0,0
Queens,40297001017.0,360810297001017,,,,,,,,,,,,,,,,,,0,0
Queens,40297002001.0,360810297002001,,,,,,,,,,,,,,,,,,0,0
Queens,40297002002.0,360810297002002,,,,,,,,,,,,,,,,,,0,0
Queens,40297002017.0,360810297002017,,,,,,,,,,,,,,,,,,0,0
Queens,40972021002.0,360810972021002,,,,,,,,,,,,,,,,,,0,0
Queens,40972021006.0,360810972021006,,,,,,,,,,,,,,,,,,49,49
Queens,40972021023.0,360810972021023,,,,,,,,,,,,,,,,,,0,0
Queens,40972021022.0,360810972021022,,,,,,,,,,,,,,,,,,0,0
Queens,40972021021.0,360810972021021,,,,,,,,,,,,,,,,,,0,0
Queens,40972021020.0,360810972021020,,,,,,,,,,,,,,,,,,0,0
Queens,40972021016.0,360810972021016,,,,,,,,,,,,,,,,,,0,0
Queens,40972021017.0,360810972021017,,,,,,,,,,,,,,,,,,0,0
Queens,40972021012.0,360810972021012,,,,,,,,,,,,,,,,,,3,3
Queens,40972021018.0,360810972021018,,,,,,,,,,,,,,,,,,0,0
Queens,40972021019.0,360810972021019,,,,,,,,,,,,,,,,,,0,0
Queens,40972021009.0,360810972021009,,,,,,,,,,,,,,,,,,0,0
Queens,40108001001.0,360810108001001,,,,,,,,-1.0,,2.0,1.0,,,,1.0,,-1.0,126,128
Queens,40118001001.0,360810118001001,,,,,,,1.0,,,,,,,,58.0,,,77,78
Bronx,20376002000.0,360050376002000,,,,,,,,,,,,,,,,,,0,0
Bronx,20376002003.0,360050376002003,,,,,0.0,,,,,,,2.0,,,,,,35,37
Queens,40992001001.0,360810992001001,,,,,,,,-2.0,1.0,,,,4.0,,,-1.0,,283,282
Queens,40034002005.0,360810034002005,,,,,,1.0,1.0,,,,,,1.0,,,,,72,74
Queens,40264001007.0,360810264001007,,,,,,,,,,,,,,,,,,30,30
Queens,40264001009.0,360810264001009,,,,,,,,,,,,,,,,,,31,31
Queens,40140002003.0,360810140002003,,,-1.0,,,,2.0,,,0.0,,,,,,,,89,90
Queens,40110002002.0,360810110002002,,,,,2.0,,,,,,,,,,,,,129,131
Queens,40110002005.0,360810110002005,,,,,,,,,,,,,,,,,0.0,39,39
Queens,40106001003.0,360810106001003,,,0.0,,6.0,,,,-1.0,,,,,,1.0,1.0,0.0,67,72
Queens,40106002000.0,360810106002000,,,,,1.0,,,,,,,-2.0,0.0,,-1.0,,,112,111
Queens,40276001009.0,360810276001009,,,,,,,,,,,-1.0,,,,2.0,,,63,62
Queens,40278002003.0,360810278002003,,,,,,,,,,,,,,,,,,445,445
Queens,40278001002.0,360810278001002,,,,,,,,,,,1.0,,,,0.0,,,41,42
Queens,40278001003.0,360810278001003,,,,,,,0.0,,,0.0,,,,,,,,80,80
Queens,40278002000.0,360810278002000,,,,,,,,,,,,,,,,,,0,0
Queens,40278002001.0,360810278002001,,,,,,,,,,,,,,,,,,150,150
Bronx,20326001007.0,360050326001007,,,,,,,,0.0,,,,,,,,0.0,,44,44
Queens,40140002004.0,360810140002004,,,,,,,,,,,,,-1.0,,10.0,0.0,,334,334
Queens,40972021010.0,360810972021010,,,,,,,,,,,,,,,,,,0,0
Queens,40972021011.0,360810972021011,,,,,,,,,,,,,,,,,,0,0
Queens,40199002025.0,360810199002025,,,,,,,,,,,,,,,,,,0,0
Queens,40199002031.0,360810199002031,,,,,,,,,,,,,,,,,,0,0
Queens,40186001011.0,360810186001011,,,,,,,,,,,,,,,,,,31,31
Queens,40182002001.0,360810182002001,,,,,,,,,,,,,1.0,,,1.0,,83,83
Bronx,20274011003.0,360050274011003,,,,,,,,,,,,,,,,,1.0,57,57
Brooklyn,30192002007.0,360470192002007,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30122003004.0,360470122003004,,,,,,,,,,,,,,,,,0.0,11,11
Brooklyn,30122003005.0,360470122003005,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30192002010.0,360470192002010,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30192002011.0,360470192002011,,,,,,,,,,,,,,0.0,,,,31,31
Brooklyn,30192002006.0,360470192002006,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30192002008.0,360470192002008,,,,,-1.0,,,,,,,,,,,,0.0,40,39
Brooklyn,30118002005.0,360470118002005,,,0.0,,,,,,,0.0,,,,-1.0,,,-1.0,6,6
Brooklyn,30118001003.0,360470118001003,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30118001004.0,360470118001004,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30118002004.0,360470118002004,,,,,0.0,,,-1.0,,,,,,,,,,0,-1
Bronx,20297002005.0,360050297002005,,,,,,,,,-1.0,,,,,,,,,26,25
Bronx,20293024008.0,360050293024008,,,,,,,,0.0,,,,,,,,,,22,22
Queens,40219001005.0,360810219001005,,,,,,,,,,,,,,,,,,0,0
Queens,40219001006.0,360810219001006,,,,,,,,,,,,,,,,,,0,0
Staten Island,50177001000.0,360850177001000,,,,,,,,,,0.0,0.0,,,,,,,51,51
Staten Island,50177003013.0,360850177003013,,,,,,,,,1.0,1.0,,,,,1.0,-1.0,0.0,18,20
Staten Island,50273012007.0,360850273012007,,,,,,,,,,,,,,,,,,0,0
Staten Island,50273012028.0,360850273012028,,,,,,,,,,,,,,,,,,59,59
Queens,40637001008.0,360810637001008,,,,,,,,,,,,,,,,,,20,20
Queens,40637001010.0,360810637001010,,,0.0,,0.0,,,,,,,,,,,,,51,51
Brooklyn,30495003002.0,360470495003002,,,,,1.0,,9.0,0.0,,55.0,,,16.0,,7.0,0.0,,74,139
Brooklyn,30495003003.0,360470495003003,,,,,,,,,,5.0,8.0,,2.0,,2.0,,,162,175
Queens,40972042011.0,360810972042011,,,,,,,,,,,,,,,,,,0,0
Queens,40972042012.0,360810972042012,,,,,,,,,,,,,,,,,,0,0
Queens,40627001001.0,360810627001001,,,,,,,,,,,,,,,0.0,,,49,49
Queens,40627001006.0,360810627001006,,,,,,,,,,,,,,,,,,106,106
Queens,40376003009.0,360810376003009,,,,,,,,,,,,,,,,,,25,25
Queens,40376004005.0,360810376004005,,,,,,,,,,,,,,,,,,22,22
Queens,40376004002.0,360810376004002,,,,,,,,,2.0,,,,,,,,,72,74
Queens,40376004006.0,360810376004006,,,,,,,,,,,,,,,,,,30,30
Queens,40376003007.0,360810376003007,,,,,,,,,,,,,,,,,,27,27
Queens,40376003008.0,360810376003008,,,,,,,,,,,,,,,,,,30,30
Queens,40376003005.0,360810376003005,,,,,,,,,,,,,,,1.0,,0.0,34,34
Queens,40376003006.0,360810376003006,,,,,,,,,,,,,,,,,,30,30
Bronx,20024001007.0,360050024001007,,,,,,,,,,,,,,,,,,0,0
Bronx,20024001004.0,360050024001004,,,,,,,,,,,,,,,,,,0,0
Bronx,20024001005.0,360050024001005,,,,,,,,,,,,,,,,,,0,0
Queens,40426001000.0,360810426001000,,,,,,,,,,,,,,,,,,0,0
Queens,40942021022.0,360810942021022,,,,,,,,,,,,,,,,,,75,75
Queens,40942021021.0,360810942021021,,,,,,,,,,,0.0,,,,,,,78,78
Queens,40942021017.0,360810942021017,,,,,0.0,,,,,,,,,,,,,0,0
Queens,40942021023.0,360810942021023,,,,,,,,,,,,,,,,,,0,0
Queens,40916014026.0,360810916014026,-1.0,-1.0,0.0,,,0.0,2.0,2.0,4.0,1.0,,1.0,,,,1.0,-1.0,34,43
Queens,40916014039.0,360810916014039,0.0,0.0,1.0,,,,,-1.0,1.0,,,,1.0,-1.0,0.0,,,67,68
Queens,41479002004.0,360811479002004,,,,,,,,,,,0.0,,,,,,,109,109
Queens,41479002005.0,360811479002005,,,,,,,,,,,,,,,,,,0,0
Queens,41479002003.0,360811479002003,,,,,,,,,,,,,,,,,,0,0
Queens,41479002012.0,360811479002012,,,,0.0,,1.0,,,,,,,,,0.0,,0.0,31,32
Queens,40907001030.0,360810907001030,,,,,,,,,,,,,,,,,,0,0
Brooklyn,30994001003.0,360470994001003,,,,,,,,,,,,,,,1.0,,,20,20
Queens,40528001000.0,360810528001000,,,,,,,,,,,,,,,,,,60,60
