boro,bct2010,centract10,comp2010ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,filed,approved,permitted,withdrawn,inactive,cenunits10,adjunits10,total,totaladj
Brooklyn,3052000,36047052000.0,,,,2.0,,,1.0,0.0,,0.0,,0.0,,,-1.0,1.0,-4.0,1440,1440,1443,1443
Brooklyn,3052600,36047052600.0,,,,,14.0,1.0,0.0,-2.0,,-1.0,0.0,,,,63.0,,8.0,1746,1746,1758,1758
Brooklyn,3052800,36047052800.0,,,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,729,729,729,729
Brooklyn,3053000,36047053000.0,4.0,4.0,,0.0,0.0,-2.0,1.0,-1.0,,,0.0,-2.0,1.0,0.0,13.0,4.0,6.0,1232,1232,1232,1232
Brooklyn,3053200,36047053200.0,,,,,-1.0,,-1.0,-1.0,11.0,,,,0.0,0.0,,,0.0,1073,1073,1081,1081
Brooklyn,3053300,36047053300.0,1.0,1.0,6.0,,0.0,1.0,0.0,11.0,-1.0,6.0,0.0,4.0,0.0,3.0,22.0,-1.0,1.0,1886,1886,1914,1914
Brooklyn,3053400,36047053400.0,,,,0.0,0.0,,,0.0,,0.0,,,,0.0,3.0,0.0,-1.0,1479,1479,1479,1479
Brooklyn,3053800,36047053800.0,7.0,7.0,6.0,,4.0,9.0,12.0,-4.0,82.0,,63.0,42.0,31.0,25.0,64.0,57.0,4.0,2126,2126,2347,2347
Brooklyn,3054200,36047054200.0,0.0,2.0,5.0,,0.0,0.0,,0.0,,0.0,,,5.0,,0.0,0.0,-1.0,1745,1745,1750,1750
Brooklyn,3054400,36047054400.0,0.0,0.0,-3.0,-1.0,10.0,2.0,,0.0,0.0,0.0,,-1.0,,,21.0,15.0,0.0,1411,1411,1418,1418
Brooklyn,3055000,36047055000.0,18.0,18.0,12.0,12.0,-3.0,-6.0,-10.0,15.0,37.0,61.0,11.0,42.0,,1.0,100.0,0.0,-5.0,1584,1584,1773,1773
Brooklyn,3055200,36047055200.0,,,12.0,0.0,,10.0,1.0,,,-4.0,,47.0,4.0,,23.0,25.0,,1566,1566,1632,1632
Brooklyn,3055800,36047055800.0,3.0,3.0,-2.0,14.0,0.0,,0.0,,,0.0,2.0,-1.0,1.0,0.0,17.0,1.0,-1.0,1045,1045,1061,1061
Brooklyn,3056000,36047056000.0,0.0,1.0,-3.0,0.0,-2.0,2.0,0.0,6.0,21.0,29.0,0.0,105.0,2.0,,-1.0,-1.0,-1.0,1571,1571,1729,1729
Brooklyn,3056200,36047056200.0,0.0,0.0,0.0,-1.0,0.0,,-1.0,-1.0,0.0,-1.0,,0.0,0.0,,,,0.0,677,677,673,673
Brooklyn,3056400,36047056400.0,,,,0.0,,,,,0.0,0.0,0.0,1.0,,,,0.0,0.0,1153,1153,1154,1154
Brooklyn,3056600,36047056600.0,,,2.0,,,,,,,,,2.0,6.0,,,,1.0,1113,1113,1117,1117
Brooklyn,3056800,36047056800.0,,,1.0,0.0,0.0,-1.0,-1.0,,,,12.0,,1.0,,0.0,,4.0,612,612,623,623
Brooklyn,3056900,36047056900.0,6.0,5.0,6.0,6.0,-2.0,1.0,-2.0,-2.0,28.0,13.0,54.0,5.0,4.0,8.0,9.0,29.0,3.0,840,840,953,953
Brooklyn,3057000,36047057000.0,,,0.0,,0.0,0.0,,,-2.0,,9.0,2.0,,,2.0,2.0,,1547,1547,1556,1556
Brooklyn,3057100,36047057100.0,23.0,32.0,0.0,8.0,6.0,8.0,8.0,-5.0,9.0,2.0,1.0,23.0,32.0,16.0,31.0,-2.0,-2.0,2250,2250,2333,2333
Brooklyn,3057200,36047057200.0,,,,,,,,,,,,,,,,,,2203,2203,2203,2203
Brooklyn,3057300,36047057300.0,1.0,17.0,0.0,,23.0,18.0,2.0,-1.0,-2.0,-2.0,-2.0,3.0,7.0,24.0,30.0,-1.0,14.0,1284,1284,1324,1324
Brooklyn,3057400,36047057400.0,,,1.0,,0.0,,1.0,,,,,,,,1.0,12.0,3.0,1143,1143,1145,1145
Brooklyn,3057600,36047057600.0,,,0.0,,,0.0,,,,,2.0,1.0,0.0,,,,0.0,1194,1194,1197,1197
Brooklyn,3057800,36047057800.0,,-1.0,-2.0,,1.0,1.0,-6.0,-2.0,53.0,29.0,29.0,,25.0,-2.0,33.0,20.0,0.0,1262,1262,1365,1365
Brooklyn,3058000,36047058000.0,,0.0,0.0,0.0,,0.0,12.0,,-2.0,,-1.0,,0.0,0.0,3.0,-3.0,5.0,1335,1335,1344,1344
Brooklyn,3058600,36047058600.0,,,,0.0,1.0,,1.0,,2.0,-1.0,0.0,,1.0,1.0,1.0,1.0,1.0,967,967,970,970
Brooklyn,3059100,36047059100.0,8.0,8.0,6.0,,29.0,0.0,,-1.0,26.0,-1.0,,,,,16.0,1.0,-7.0,1992,1992,2059,2059
Brooklyn,3059200,36047059200.0,,10.0,0.0,-3.0,-1.0,,1.0,,27.0,,,2.0,,0.0,28.0,0.0,1.0,1808,1808,1834,1834
Brooklyn,3059401,36047059401.0,3.0,3.0,2.0,6.0,2.0,,1.0,0.0,,,3.0,1.0,,-2.0,59.0,2.0,5.0,3472,3472,3490,3490
Brooklyn,3059402,36047059402.0,,,0.0,0.0,,-1.0,9.0,1.0,4.0,0.0,1.0,1.0,,,0.0,1.0,4.0,2319,2319,2334,2334
Brooklyn,3059600,36047059600.0,,,6.0,1.0,,0.0,,,,,,,,,0.0,0.0,1.0,1222,1222,1229,1229
Brooklyn,3060000,36047060000.0,4.0,3.0,3.0,4.0,8.0,-2.0,50.0,5.0,26.0,16.0,11.0,-3.0,6.0,15.0,27.0,2.0,6.0,3008,3008,3130,3130
Brooklyn,3063200,36047063200.0,,,8.0,,,,,,,,,,,,,,0.0,741,741,749,749
Brooklyn,3063600,36047063600.0,0.0,0.0,,,,0.0,,,,,1.0,,,,,,0.0,550,550,551,551
Brooklyn,3063800,36047063800.0,0.0,0.0,0.0,,,,1.0,,,,0.0,,0.0,,,,1.0,822,822,823,823
Brooklyn,3064000,36047064000.0,,-1.0,0.0,,,,,,,,,0.0,,0.0,-1.0,1.0,1.0,658,658,658,658
Brooklyn,3064600,36047064600.0,,,-1.0,-1.0,,,,,0.0,,,1.0,,,0.0,,,753,753,752,752
Brooklyn,3064800,36047064800.0,1.0,1.0,-1.0,,,-1.0,0.0,,-1.0,-2.0,0.0,,,-1.0,-3.0,-1.0,0.0,728,728,724,724
Brooklyn,3065000,36047065000.0,,,,,0.0,0.0,,,0.0,,,,1.0,,3.0,0.0,0.0,508,508,508,508
Brooklyn,3065200,36047065200.0,,,,,,-1.0,,,0.0,0.0,,,,-2.0,0.0,1.0,1.0,546,546,545,545
Brooklyn,3065400,36047065400.0,,,-1.0,,0.0,,,,,,,,,,0.0,,0.0,636,636,635,635
Brooklyn,3065600,36047065600.0,,,0.0,,1.0,,0.0,,,,,,,,,,0.0,644,644,645,645
Brooklyn,3065800,36047065800.0,1.0,3.0,,1.0,,,,3.0,0.0,,,,,,,4.0,0.0,818,818,823,823
Brooklyn,3066000,36047066000.0,,,0.0,,1.0,,,,,,,,,,0.0,0.0,0.0,787,787,788,788
Brooklyn,3067000,36047067000.0,0.0,0.0,0.0,,,,,0.0,,,,,,,,0.0,1.0,1035,1035,1035,1035
Brooklyn,3067200,36047067200.0,0.0,0.0,,,,,,1.0,0.0,,,,,,0.0,,0.0,463,463,464,464
Brooklyn,3067400,36047067400.0,-1.0,-1.0,,,,,,,,,,,1.0,0.0,1.0,1.0,2.0,638,638,637,637
Brooklyn,3067600,36047067600.0,,,3.0,,,,,,,,,,1.0,,4.0,1.0,2.0,585,585,588,588
Brooklyn,3067800,36047067800.0,,,1.0,1.0,,-1.0,,,,,9.0,1.0,,,,,2.0,952,952,963,963
Brooklyn,3068000,36047068000.0,,,,0.0,,,,4.0,,,,,,,,,0.0,593,593,597,597
Brooklyn,3068200,36047068200.0,,,1.0,9.0,-1.0,0.0,,,4.0,4.0,2.0,,0.0,,14.0,,12.0,861,861,880,880
Brooklyn,3068600,36047068600.0,,,,0.0,,,,,,,,,2.0,,,1.0,1.0,721,721,721,721
Brooklyn,3068800,36047068800.0,,,9.0,,,,,1.0,,,,,,,,,3.0,601,601,611,611
Brooklyn,3069000,36047069000.0,,,,,,,,,,,,,,-2.0,1.0,,1.0,628,628,628,628
Brooklyn,3069200,36047069200.0,,,,,,,,,,0.0,,,,,-2.0,0.0,,821,821,821,821
Brooklyn,3072800,36047072800.0,,,,,,0.0,,,,0.0,,,0.0,,1.0,,1.0,1378,1378,1378,1378
Brooklyn,3073400,36047073400.0,-1.0,-1.0,3.0,,-2.0,,,,,,,,,1.0,5.0,0.0,0.0,622,622,622,622
Brooklyn,3073800,36047073800.0,,,1.0,,,1.0,,,,,,,1.0,,,,-1.0,1231,1231,1233,1233
Brooklyn,3074000,36047074000.0,0.0,0.0,-1.0,,,,,-2.0,,,2.0,,0.0,1.0,0.0,2.0,0.0,1146,1146,1145,1145
Brooklyn,3074800,36047074800.0,,0.0,1.0,-1.0,-1.0,-4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,-2.0,721,721,715,715
Brooklyn,3075000,36047075000.0,1.0,2.0,,-2.0,-1.0,0.0,-2.0,,-4.0,,3.0,-1.0,0.0,,0.0,-1.0,4.0,1068,1068,1062,1062
Brooklyn,3075200,36047075200.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0,-2.0,,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,358,358,354,354
Brooklyn,3075400,36047075400.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,,0.0,,-2.0,-1.0,0.0,499,499,495,495
Brooklyn,3075600,36047075600.0,,0.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,,,,0.0,0.0,-1.0,0.0,1.0,758,758,753,753
Brooklyn,3076000,36047076000.0,,1.0,,0.0,0.0,0.0,,0.0,0.0,-4.0,,0.0,-1.0,,49.0,0.0,-2.0,1119,1119,1115,1115
Brooklyn,3076200,36047076200.0,0.0,0.0,,0.0,0.0,,0.0,-2.0,8.0,-24.0,1.0,0.0,0.0,,-1.0,5.0,0.0,1695,1695,1678,1678
Brooklyn,3076400,36047076400.0,,,65.0,,2.0,,0.0,26.0,116.0,,,,,,3.0,0.0,,1290,1290,1499,1499
Brooklyn,3076800,36047076800.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-2.0,-2.0,56.0,-12.0,314.0,4.0,0.0,6.0,-1.0,25.0,-1.0,1309,1309,1665,1665
Brooklyn,3078400,36047078400.0,,,,,,,,-3.0,-7.0,9.0,55.0,26.0,45.0,82.0,106.0,8.0,25.0,814,814,894,894
Brooklyn,3079000,36047079000.0,,,2.0,-1.0,3.0,-1.0,,,1.0,-2.0,-1.0,42.0,18.0,27.0,88.0,2.0,13.0,1942,1942,1985,1985
Brooklyn,3079200,36047079200.0,,,2.0,,,-1.0,8.0,1.0,8.0,0.0,85.0,9.0,51.0,6.0,108.0,-2.0,-1.0,1516,1516,1628,1628
Brooklyn,3079601,36047079601.0,20.0,20.0,,,,,-2.0,0.0,0.0,38.0,-2.0,51.0,21.0,14.0,19.0,3.0,8.0,1874,1874,1979,1979
Brooklyn,3080000,36047080000.0,5.0,5.0,,,-1.0,22.0,-1.0,12.0,-2.0,5.0,6.0,0.0,11.0,3.0,22.0,8.0,22.0,1438,1438,1484,1484
Brooklyn,3080400,36047080400.0,,,,,,,8.0,85.0,-7.0,,15.0,39.0,15.0,2.0,71.0,0.0,0.0,1372,1372,1512,1512
Brooklyn,3080600,36047080600.0,-2.0,-2.0,8.0,-1.0,-4.0,8.0,11.0,19.0,13.0,43.0,27.0,24.0,49.0,60.0,60.0,29.0,28.0,1221,1221,1367,1367
Brooklyn,3081400,36047081400.0,,0.0,,3.0,,,3.0,,,,2.0,,7.0,-2.0,8.0,-1.0,2.0,1002,1002,1010,1010
Brooklyn,3081800,36047081800.0,35.0,35.0,,,,,-4.0,-5.0,-3.0,243.0,27.0,289.0,83.0,89.0,132.0,11.0,65.0,1791,1791,2373,2373
Brooklyn,3082400,36047082400.0,,,,-1.0,,-2.0,-2.0,-6.0,30.0,19.0,92.0,18.0,63.0,93.0,562.0,22.0,17.0,1782,1782,1930,1930
Brooklyn,3083200,36047083200.0,,,,,,,,,,,-5.0,44.0,-1.0,-2.0,,8.0,0.0,753,753,792,792
Brooklyn,3083600,36047083600.0,,,,1.0,,1.0,,,,,,,6.0,,,0.0,1.0,727,727,729,729
Brooklyn,3083800,36047083800.0,,,,,,,0.0,,,2.0,1.0,,-1.0,,8.0,3.0,1.0,735,735,738,738
Brooklyn,3084000,36047084000.0,,,,,,,,,,,,,,,,,1.0,777,777,777,777
Brooklyn,3084600,36047084600.0,0.0,0.0,,,,-1.0,,,,4.0,,,,,12.0,1.0,0.0,711,711,714,714
Brooklyn,3084800,36047084800.0,1.0,1.0,,0.0,,,,,,,,,0.0,0.0,3.0,0.0,1.0,564,564,565,565
Brooklyn,3085000,36047085000.0,4.0,14.0,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,0.0,449,449,454,454
Brooklyn,3086200,36047086200.0,,,,10.0,,,,,0.0,0.0,,7.0,,,,0.0,-3.0,1154,1154,1171,1171
Brooklyn,3086400,36047086400.0,3.0,3.0,,,15.0,,,,2.0,,,,123.0,6.0,,5.0,,780,780,800,800
Brooklyn,3086600,36047086600.0,3.0,4.0,3.0,,,,,3.0,,,,10.0,0.0,21.0,6.0,1.0,1.0,1285,1285,1304,1304
Brooklyn,3086800,36047086800.0,,,0.0,,,,0.0,,,-1.0,,,-1.0,,0.0,0.0,,1239,1239,1238,1238
Brooklyn,3087000,36047087000.0,,,,0.0,,,,0.0,,,,,2.0,1.0,0.0,0.0,0.0,1226,1226,1226,1226
Brooklyn,3087800,36047087800.0,0.0,-1.0,0.0,,,1.0,,0.0,5.0,,,2.0,29.0,0.0,8.0,5.0,2.0,1012,1012,1020,1020
Brooklyn,3089000,36047089000.0,6.0,6.0,0.0,,,,,,,,,,,,9.0,,0.0,2387,2387,2393,2393
Brooklyn,3089600,36047089600.0,,,6.0,161.0,,,,,,,-1.0,,9.0,0.0,166.0,2.0,2.0,1458,1458,1624,1624
Brooklyn,3089800,36047089800.0,,3.0,,,,,2.0,,,,1.0,,8.0,21.0,6.0,,52.0,754,754,757,757
Brooklyn,3090200,36047090200.0,,,,1.0,,,,5.0,,,,-1.0,92.0,8.0,81.0,0.0,-1.0,975,975,980,980
Brooklyn,3091600,36047091600.0,54.0,54.0,3.0,6.0,115.0,66.0,,,,,,,190.0,172.0,174.0,16.0,2.0,1593,1593,1837,1837
Brooklyn,3092400,36047092400.0,,,-2.0,,,3.0,0.0,,,6.0,-2.0,26.0,,,180.0,,0.0,917,917,948,948
Brooklyn,3092800,36047092800.0,,,8.0,,,,,,1.0,,,0.0,2.0,1.0,,2.0,7.0,1090,1090,1099,1099
Brooklyn,3093000,36047093000.0,2.0,2.0,,1.0,,1.0,,,,,,,,,0.0,0.0,3.0,1016,1016,1020,1020
Brooklyn,3095400,36047095400.0,,0.0,,,,,,2.0,,,,,0.0,,2.0,,2.0,1572,1572,1574,1574
Brooklyn,3096400,36047096400.0,,,,,,2.0,,,,-6.0,,,1.0,,2.0,3.0,4.0,821,821,817,817
Brooklyn,3096600,36047096600.0,0.0,0.0,10.0,,,,,0.0,1.0,,,,0.0,,3.0,0.0,0.0,759,759,770,770
Brooklyn,3096800,36047096800.0,-2.0,-2.0,,0.0,1.0,0.0,,,3.0,0.0,0.0,,2.0,,,0.0,0.0,452,452,454,454
Brooklyn,3097000,36047097000.0,,,,0.0,,2.0,,,4.0,,,,,,,,0.0,781,781,787,787
Brooklyn,3098400,36047098400.0,,,,6.0,,,,4.0,,,,,1.0,,,,0.0,687,687,697,697
Brooklyn,3098600,36047098600.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,1035,1035,1035,1035
Brooklyn,3099200,36047099200.0,0.0,0.0,,1.0,,,,,,,,,,,,,1.0,643,643,644,644
Brooklyn,3099400,36047099400.0,,,,-2.0,-1.0,,0.0,24.0,-1.0,1.0,,,,-1.0,6.0,-1.0,25.0,653,653,674,674
Brooklyn,3099600,36047099600.0,18.0,18.0,,-1.0,2.0,2.0,2.0,,,4.0,,,,,6.0,,4.0,1180,1180,1207,1207
Brooklyn,3100400,36047100400.0,,,,,,,,,,,0.0,,2.0,,,1.0,0.0,963,963,963,963
Brooklyn,3100600,36047100600.0,,,,0.0,,,,,,,,,,,,1.0,,880,880,880,880
Brooklyn,3100800,36047100800.0,,,,,,,,,,,,,,,2.0,,0.0,702,702,702,702
Brooklyn,3101000,36047101000.0,5.0,5.0,,,,2.0,,,,,,,,0.0,,,1.0,780,780,787,787
Brooklyn,3101400,36047101400.0,,,,,,,,,,0.0,,,,,,0.0,0.0,827,827,827,827
Brooklyn,3101600,36047101600.0,,,,,,,,,,0.0,,,,,,1.0,,496,496,496,496
Brooklyn,3102000,36047102000.0,,,,6.0,,,0.0,,,,,,,0.0,1.0,0.0,0.0,624,624,630,630
Brooklyn,3102400,36047102400.0,,,0.0,,,2.0,,,,0.0,,,0.0,,,0.0,0.0,677,677,679,679
Brooklyn,3102600,36047102600.0,,,,1.0,,,,,,,,,0.0,,,1.0,3.0,935,935,936,936
Brooklyn,3111000,36047111000.0,,,,,,,,,,,,,,,,,,1425,1425,1425,1425
Brooklyn,3112400,36047112400.0,88.0,88.0,2.0,11.0,,0.0,,,14.0,,2.0,,9.0,3.0,,3.0,0.0,1232,1232,1349,1349
Brooklyn,3112600,36047112600.0,,0.0,,79.0,,,52.0,84.0,,,7.0,2.0,2.0,10.0,1.0,,1.0,1407,1407,1631,1631
Brooklyn,3112800,36047112800.0,6.0,6.0,3.0,,,0.0,,0.0,1.0,5.0,0.0,20.0,9.0,,2.0,1.0,8.0,1579,1579,1614,1614
Brooklyn,3113000,36047113000.0,,,,,,,54.0,90.0,,,68.0,,5.0,,78.0,1.0,-1.0,1442,1442,1654,1654
Brooklyn,3113400,36047113400.0,,,96.0,0.0,,,,,,,,0.0,259.0,2.0,12.0,,,786,786,882,882
Brooklyn,3114600,36047114600.0,,,,6.0,13.0,3.0,-1.0,2.0,,-2.0,-1.0,,55.0,-1.0,18.0,9.0,5.0,962,962,982,982
Brooklyn,3115000,36047115000.0,10.0,10.0,2.0,11.0,0.0,11.0,,,,,15.0,,32.0,62.0,18.0,3.0,6.0,902,902,951,951
Brooklyn,3115200,36047115200.0,12.0,12.0,-1.0,,,,9.0,0.0,8.0,-2.0,,,15.0,1.0,28.0,1.0,0.0,1030,1030,1056,1056
Brooklyn,3115600,36047115600.0,1.0,1.0,,3.0,0.0,,0.0,-1.0,0.0,,-2.0,,28.0,6.0,10.0,2.0,8.0,1577,1577,1578,1578
Brooklyn,3116000,36047116000.0,,1.0,,-1.0,,8.0,,,,,1.0,-4.0,6.0,1.0,8.0,,,890,890,894,894
Brooklyn,3116200,36047116200.0,0.0,0.0,1.0,,,0.0,,3.0,,,,,9.0,,6.0,-1.0,3.0,830,830,834,834
Brooklyn,3116400,36047116400.0,,,,22.0,2.0,12.0,,5.0,2.0,0.0,,1.0,,,10.0,-1.0,0.0,1003,1003,1047,1047
Brooklyn,3117000,36047117000.0,0.0,0.0,1.0,0.0,6.0,,,,,-2.0,13.0,-1.0,83.0,11.0,,-3.0,-3.0,575,575,592,592
Brooklyn,3117201,36047117201.0,,,,,,0.0,,,,,,,1.0,1.0,0.0,0.0,3.0,816,816,816,816
Brooklyn,3117202,36047117202.0,-1.0,-1.0,,,,,,3.0,0.0,1.0,,,6.0,4.0,2.0,1.0,1.0,1276,1276,1279,1279
Brooklyn,3119400,36047119400.0,2.0,2.0,2.0,,0.0,,2.0,,,0.0,1.0,6.0,0.0,-1.0,2.0,3.0,2.0,1396,1396,1409,1409
Bronx,2003300,36005003300.0,,,,,,,,,-1.0,38.0,,,1.0,0.0,16.0,,1.0,1186,1186,1223,1223
Bronx,2003500,36005003500.0,0.0,0.0,,,,,,,-3.0,-2.0,-3.0,16.0,98.0,,104.0,-12.0,,1352,1352,1360,1360
Bronx,2003800,36005003800.0,0.0,0.0,,,,,,-2.0,44.0,8.0,15.0,,,8.0,,0.0,,432,432,497,497
Bronx,2004001,36005004001.0,0.0,0.0,2.0,6.0,,,,0.0,,6.0,,,2.0,-2.0,,,0.0,576,576,590,590
Bronx,2004400,36005004400.0,0.0,0.0,-2.0,0.0,6.0,,,36.0,,,,,202.0,,6.0,0.0,-2.0,1682,1682,1722,1722
Bronx,2004800,36005004800.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,1.0,1389,1389,1392,1392
Bronx,2006800,36005006800.0,,,0.0,,,,,0.0,1.0,,,,3.0,0.0,,,,1099,1099,1100,1100
Bronx,2007000,36005007000.0,,,6.0,,1.0,0.0,3.0,-1.0,,0.0,8.0,,1.0,,329.0,,3.0,1570,1570,1587,1587
Bronx,2008900,36005008900.0,5.0,5.0,,1.0,,0.0,,,,23.0,0.0,214.0,-3.0,50.0,17.0,0.0,,1207,1207,1450,1450
Bronx,2012101,36005012101.0,3.0,3.0,0.0,,,0.0,,,-1.0,,63.0,,0.0,,20.0,4.0,-4.0,999,999,1064,1064
Bronx,2012500,36005012500.0,16.0,73.0,50.0,,,0.0,,0.0,,8.0,-6.0,19.0,50.0,55.0,80.0,10.0,-2.0,1298,1298,1385,1385
Bronx,2014300,36005014300.0,-1.0,-1.0,-7.0,77.0,217.0,,,,,12.0,5.0,,,0.0,171.0,,,393,393,696,696
Bronx,2016200,36005016200.0,-1.0,-1.0,,0.0,,1.0,-2.0,,-1.0,,4.0,6.0,1.0,0.0,0.0,,1.0,626,626,633,633
Bronx,2016600,36005016600.0,1.0,1.0,,1.0,,2.0,,,,,,,,0.0,2.0,3.0,1.0,814,814,818,818
Bronx,2017500,36005017500.0,,,0.0,,,1.0,,40.0,,3.0,,,74.0,38.0,13.0,3.0,41.0,2598,2598,2642,2642
Bronx,2017902,36005017902.0,,,,,,,,,74.0,,-1.0,,,,21.0,,3.0,1132,1132,1205,1205
Bronx,2020200,36005020200.0,91.0,91.0,14.0,,8.0,,,,0.0,,,,3.0,,,2.0,-5.0,907,907,1020,1020
Bronx,2020400,36005020400.0,,-2.0,11.0,,48.0,3.0,1.0,1.0,-2.0,,6.0,-1.0,31.0,,62.0,-1.0,1.0,1103,1103,1170,1170
Bronx,2020601,36005020601.0,,-2.0,,,,,-2.0,-4.0,0.0,8.0,,,0.0,95.0,,0.0,11.0,1179,1179,1181,1181
Bronx,2021601,36005021601.0,,,-3.0,,,,,,,-3.0,0.0,-1.0,35.0,0.0,39.0,,1.0,1707,1707,1700,1700
Bronx,2022102,36005022102.0,,,,-3.0,,,,,,,,,,,122.0,,,1691,1691,1688,1688
Bronx,2022300,36005022300.0,,,,,,,,,,,,,,,,,,1802,1802,1802,1802
Bronx,2023200,36005023200.0,0.0,0.0,,,,0.0,,-2.0,,,6.0,6.0,2.0,0.0,8.0,0.0,0.0,968,968,978,978
Bronx,2023600,36005023600.0,-3.0,-3.0,0.0,,,,0.0,,12.0,,,,2.0,2.0,1.0,1.0,0.0,673,673,682,682
Bronx,2024300,36005024300.0,,,,4.0,,,,,,-1.0,18.0,40.0,115.0,-2.0,,,1.0,1987,1987,2048,2048
Bronx,2024600,36005024600.0,4.0,4.0,1.0,,,,,-2.0,,2.0,1.0,,1.0,2.0,4.0,,,805,805,811,811
Bronx,2025000,36005025000.0,-1.0,-1.0,1.0,,3.0,,,-1.0,,,2.0,,1.0,0.0,-2.0,,1.0,1085,1085,1089,1089
Bronx,2025200,36005025200.0,0.0,0.0,1.0,1.0,1.0,,,,,0.0,,,,,0.0,1.0,3.0,1032,1032,1035,1035
Bronx,2025400,36005025400.0,4.0,4.0,3.0,-3.0,,,,,0.0,1.0,3.0,,,,5.0,,0.0,876,876,884,884
Bronx,2028700,36005028700.0,,,,,1.0,,0.0,-1.0,82.0,1.0,,,,,40.0,,4.0,1265,1265,1348,1348
Bronx,2028800,36005028800.0,0.0,0.0,2.0,,,,,-1.0,,2.0,3.0,1.0,,,0.0,2.0,2.0,1273,1273,1280,1280
Bronx,2030100,36005030100.0,3.0,4.0,1.0,-3.0,-1.0,,55.0,,,,,,,,1.0,,1.0,621,621,676,676
Bronx,2031200,36005031200.0,,,,0.0,,,-2.0,,-1.0,0.0,4.0,0.0,0.0,,6.0,,2.0,614,614,615,615
Bronx,2031400,36005031400.0,0.0,0.0,,4.0,0.0,0.0,,1.0,,,0.0,,1.0,,3.0,,1.0,689,689,694,694
Bronx,2033000,36005033000.0,18.0,16.0,-1.0,,16.0,,-2.0,0.0,15.0,-2.0,1.0,,,,21.0,-2.0,,2200,2200,2245,2245
Bronx,2036000,36005036000.0,,,0.0,-3.0,6.0,1.0,,,0.0,1.0,1.0,,9.0,-1.0,15.0,0.0,-1.0,959,959,965,965
Bronx,2036502,36005036502.0,3.0,3.0,3.0,69.0,0.0,3.0,39.0,27.0,-1.0,10.0,1.0,-3.0,13.0,22.0,45.0,23.0,1.0,790,790,941,941
Bronx,2036800,36005036800.0,,1.0,0.0,1.0,3.0,,,,,-1.0,,,6.0,2.0,10.0,,1.0,666,666,669,669
Bronx,2037000,36005037000.0,4.0,4.0,,9.0,,,,,15.0,,0.0,1.0,26.0,4.0,2.0,1.0,0.0,856,856,885,885
Bronx,2037200,36005037200.0,2.0,8.0,,,-1.0,,,7.0,2.0,2.0,,2.0,2.0,0.0,2.0,,5.0,872,872,886,886
Bronx,2039200,36005039200.0,,,,,,-3.0,,-1.0,-1.0,1.0,,,1.0,,1.0,,,631,631,627,627
Bronx,2039400,36005039400.0,-6.0,-6.0,,-1.0,20.0,,-1.0,,8.0,,-1.0,-8.0,39.0,26.0,41.0,,,1686,1686,1697,1697
Bronx,2039600,36005039600.0,16.0,29.0,10.0,28.0,11.0,-3.0,,4.0,15.0,7.0,14.0,,17.0,3.0,36.0,-2.0,0.0,1508,1508,1610,1610
Bronx,2039800,36005039800.0,12.0,12.0,6.0,0.0,,6.0,,,2.0,,,,1.0,2.0,4.0,2.0,6.0,1130,1130,1156,1156
Bronx,2040100,36005040100.0,,,,44.0,30.0,,,,,94.0,,189.0,102.0,,,,104.0,1547,1547,1904,1904
Bronx,2040303,36005040303.0,4.0,6.0,,,15.0,-2.0,31.0,,75.0,,-4.0,0.0,86.0,-1.0,,,,1557,1557,1676,1676
Bronx,2040304,36005040304.0,,,,,,,,-1.0,,,136.0,,36.0,,15.0,,-1.0,1264,1264,1399,1399
Bronx,2040400,36005040400.0,-1.0,14.0,8.0,0.0,2.0,1.0,,,,,-1.0,,,2.0,6.0,0.0,10.0,1140,1140,1149,1149
Bronx,2040501,36005040501.0,,,1.0,,1.0,,,,,,,,3.0,,50.0,,49.0,1426,1426,1428,1428
Bronx,2040502,36005040502.0,50.0,50.0,53.0,-4.0,,,0.0,42.0,,100.0,,-1.0,20.0,,18.0,,3.0,2363,2363,2603,2603
Bronx,2040600,36005040600.0,,2.0,2.0,6.0,,3.0,12.0,-1.0,,8.0,3.0,,16.0,-2.0,3.0,-1.0,0.0,1312,1312,1345,1345
Bronx,2040701,36005040701.0,,,,,,,0.0,,-3.0,-2.0,-2.0,,145.0,23.0,163.0,,1.0,1221,1221,1214,1214
Bronx,2042200,36005042200.0,12.0,12.0,,16.0,,,,,,,1.0,,,1.0,-1.0,,5.0,1204,1204,1233,1233
Bronx,2042300,36005042300.0,,,,,,,,,,,,1.0,,,,0.0,8.0,1489,1489,1490,1490
